Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_37_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403e910>>
Gaussian Function_37_105,x**2 + cos(x),tensor(0.2568),-7.379409907177951
Gaussian Function_37_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c4e20>>
Gaussian Function_37_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676d2b0>>
Gaussian Function_37_108,x**2*tan(4)/2,tensor(0.2366),-9.408777942984434
Gaussian Function_37_109,-x**3 + x,tensor(0.1954),-15.95093781193151
Gaussian Function_37_110,x + 9,tensor(0.0237),-1698.828585385992
Gaussian Function_37_111,-1/x**5,tensor(1.6039e-10),-3.887056459861762e+19
Gaussian Function_37_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207fa0>>
Gaussian Function_37_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415bb80>>
Gaussian Function_37_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360d90>>
Gaussian Function_37_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360a00>>
Gaussian Function_37_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cb760>>
Gaussian Function_37_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4149910>>
Gaussian Function_37_118,-cos(x + 2),tensor(0.2332),-9.812221561995418
Gaussian Function_37_119,tanh(4*x),tensor(0.1433),-34.76552581545229
Gaussian Function_37_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275f10>>
Gaussian Function_37_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2627d5b0>>
Gaussian Function_37_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41494c0>>
Gaussian Function_37_123,-3*x**3*sin(x),tensor(0.1253),-47.74142191395258
Gaussian Function_37_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192cd0>>
Gaussian Function_37_125,8*log(x),tensor(0.),0
Gaussian Function_37_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc415c280>>
Gaussian Function_37_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192b80>>
Gaussian Function_38_0,x*(x**2 + x),tensor(0.2163),-12.128778831905269
Gaussian Function_38_1,-4*x**2 + x,tensor(0.0735),-157.68665985292452
Gaussian Function_38_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075f70>>
Gaussian Function_38_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0756a0>>
Gaussian Function_38_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075cd0>>
Gaussian Function_38_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075820>>
Gaussian Function_38_6,(x + 1)**2,tensor(0.1303),-43.54395722145924
Gaussian Function_38_7,x + sin(x - 1),tensor(0.1014),-77.44816305121019
Gaussian Function_38_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075c10>>
Gaussian Function_38_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2623fb50>>
Gaussian Function_38_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2623f550>>
Gaussian Function_38_11,3*x*acos(x),tensor(0.0501),-358.47084643521185
Gaussian Function_38_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84109cd0>>
Gaussian Function_38_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84109dc0>>
Gaussian Function_38_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173a60>>
Gaussian Function_38_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e3a0>>
Gaussian Function_38_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e2b0>>
Gaussian Function_38_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a31c0>>
Gaussian Function_38_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3c70>>
Gaussian Function_38_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3d90>>
Gaussian Function_38_20,3*x*(x + 1),tensor(0.0913),-98.12875423790175
Gaussian Function_38_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192af0>>
Gaussian Function_38_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192370>>
Gaussian Function_38_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f1370>>
Gaussian Function_38_24,2*x + sin(x),tensor(0.0936),-92.80582793243447
Gaussian Function_38_25,x*(x**2 + 2*x),tensor(0.1919),-16.743934490297164
Gaussian Function_38_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0f23d0>>
Gaussian Function_38_27,-x**2 + 2*x,tensor(0.1051),-71.45866162770143
Gaussian Function_38_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5839edc0>>
Gaussian Function_38_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265cb4c0>>
Gaussian Function_38_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581479a0>>
Gaussian Function_38_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa404fc70>>
Gaussian Function_38_32,cos(x + 2),tensor(0.1449),-33.83637983370642
Gaussian Function_38_33,x**4*(x + 1),tensor(0.2099),-13.167024337726625
Gaussian Function_38_34,-tan(x + 5),tensor(0.0022),-213847.89844794024
Gaussian Function_38_35,2*x + cos(x),tensor(0.1448),-33.88767952087924
Gaussian Function_38_36,x**3*atan(x),tensor(0.2253),-10.826624330113328
Gaussian Function_38_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0756d0>>
Gaussian Function_38_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0758b0>>
Gaussian Function_38_39,x**3 + sin(x),tensor(0.1406),-36.36286586034242
Gaussian Function_38_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26753a90>>
Gaussian Function_38_41,x**2 + x*sin(x) + cos(x),tensor(0.1682),-23.47221614292436
Gaussian Function_38_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192760>>
Gaussian Function_38_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235640>>
Gaussian Function_38_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075190>>
Gaussian Function_38_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e125ac0>>
Gaussian Function_38_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e125790>>
Gaussian Function_38_47,1/(x + 1),tensor(0.0197),-2487.4170016962853
Gaussian Function_38_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1b29d0>>
Gaussian Function_38_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1310>>
Gaussian Function_38_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040910>>
Gaussian Function_38_51,2*x*exp(x),tensor(0.1042),-72.90880130915811
Gaussian Function_38_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58590430>>
Gaussian Function_38_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fc6a0>>
Gaussian Function_38_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5d60>>
Gaussian Function_38_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40ad760>>
Gaussian Function_38_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40ad100>>
Gaussian Function_38_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5610>>
Gaussian Function_38_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc417e7f0>>
Gaussian Function_38_59,x**2*(x + 1),tensor(0.2163),-12.12877883190527
Gaussian Function_38_60,cos(x),tensor(0.6273),0.6469628934551395
Gaussian Function_38_61,2*x - log(cos(x)),tensor(0.1273),-45.98036940318726
Gaussian Function_38_62,x**3*(x**3 + x),tensor(0.2055),-13.94690522931628
Gaussian Function_38_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2eb0>>
Gaussian Function_38_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845eb50>>
Gaussian Function_38_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845ee50>>
Gaussian Function_38_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845ed90>>
Gaussian Function_38_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26315d00>>
Gaussian Function_38_68,-x + tanh(x),tensor(0.2085),-13.416977733004071
Gaussian Function_38_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40dbe80>>
Gaussian Function_38_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41596d0>>
Gaussian Function_38_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4159ee0>>
Gaussian Function_38_72,(x + 2)/x,tensor(0.0068),-21486.518367613335
Gaussian Function_38_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fc0a0>>
Gaussian Function_38_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1dc0>>
Gaussian Function_38_75,x**2,tensor(0.2427),-8.73769950702897
Gaussian Function_38_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c2e20>>
Gaussian Function_38_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845e970>>
Gaussian Function_38_78,4*asin(x),tensor(0.0633),-218.0614751703953
Gaussian Function_38_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235e20>>
Gaussian Function_38_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403b160>>
Gaussian Function_38_81,2*x + atan(x),tensor(0.0947),-90.29209573732722
Gaussian Function_38_82,tan(2*x + 1),tensor(0.0349),-762.9576735810161
Gaussian Function_38_83,3*x - log(cos(x)),tensor(0.0945),-90.8034582464725
Gaussian Function_38_84,x*(x + 3) - 2*x,tensor(0.1900),-17.18048292977211
Gaussian Function_38_85,x**6/26,tensor(0.2092),-13.295840547387336
Gaussian Function_38_86,x/(x + 4),tensor(0.1993),-15.142395672297532
Gaussian Function_38_87,x**2*sin(x),tensor(0.1897),-17.24136057614242
Gaussian Function_38_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415bc40>>
Gaussian Function_38_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584859a0>>
Gaussian Function_38_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485940>>
Gaussian Function_38_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584858e0>>
Gaussian Function_38_92,sinh(2*x + 1),tensor(0.0616),-231.21589277535716
Gaussian Function_38_93,3*x**2 + exp(x),tensor(0.0917),-97.1090169725608
Gaussian Function_38_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41a3910>>
Gaussian Function_38_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe407fc10>>
Gaussian Function_38_96,log(x + 1),tensor(0.1192),-53.58702802849227
Gaussian Function_38_97,x*log(3) + 2*x,tensor(0.0891),-103.53198027500576
Gaussian Function_38_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2623fee0>>
Gaussian Function_38_99,2*x*atanh(x),tensor(0.1313),-42.79772437707968
Gaussian Function_38_100,2*x*(x + 2),tensor(0.0759),-147.13389769973924
Gaussian Function_38_101,x + 4,tensor(0.0576),-266.48736192350447
Gaussian Function_38_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b040>>
Gaussian Function_38_103,16*x**3,tensor(0.0306),-999.6812662563137
Gaussian Function_38_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a94f0>>
Gaussian Function_38_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41f41c0>>
Gaussian Function_38_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a2b0>>
Gaussian Function_38_107,cosh(2*x),tensor(0.1175),-55.37936064796029
Gaussian Function_38_108,-log(cos(x)),tensor(0.2347),-9.628636318794392
Gaussian Function_38_109,2*x + 26,tensor(0.0079),-15902.980068618197
Gaussian Function_38_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9ca0>>
Gaussian Function_38_111,x**2 - 1,tensor(0.1200),-52.77715969518658
Gaussian Function_38_112,sin(x)/2,tensor(0.1955),-15.941802551928216
Gaussian Function_38_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58073df0>>
Gaussian Function_38_114,3*x*atan(x),tensor(0.1762),-20.844242768483284
Gaussian Function_38_115,x**2/2 + sin(x),tensor(0.1886),-17.51212941762204
Gaussian Function_38_116,x*cos(2*x),tensor(0.2027),-14.46387124754277
Gaussian Function_38_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808c7c0>>
Gaussian Function_38_118,x*(5*x + 4),tensor(0.0651),-205.48412303263888
Gaussian Function_38_119,x**2 - sin(x),tensor(0.1935),-16.371122762007815
Gaussian Function_38_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075310>>
Gaussian Function_38_121,-x**2 + 2*x,tensor(0.1051),-71.45866162770143
Gaussian Function_38_122,x**2*asinh(x),tensor(0.1889),-17.44018807755876
Gaussian Function_38_123,x**2*(x + atan(x)),tensor(0.1569),-27.871050484931445
Gaussian Function_38_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bd1c0>>
Gaussian Function_38_125,4*x**3 + x,tensor(0.0800),-131.33621025226157
Gaussian Function_38_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa404f040>>
Gaussian Function_38_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858dd90>>
Gaussian Function_39_0,x*sin(x + 5),tensor(0.2013),-14.746221705673163
Gaussian Function_39_1,x**3 + x + 8,tensor(0.0269),-1311.5399780299688
Gaussian Function_39_2,exp(x) + 1,tensor(0.1135),-60.00827356690776
Gaussian Function_39_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84107670>>
Gaussian Function_39_4,x + log(log(6)),tensor(0.2381),-9.244739296968667
Gaussian Function_39_5,sqrt(2)*Abs(x),tensor(0.2492),-8.072995489606994
Gaussian Function_39_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1130>>
Gaussian Function_39_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fcee0>>
Gaussian Function_39_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b0a0>>
Gaussian Function_39_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1b2b20>>
Gaussian Function_39_10,(x + 1)**(3/2),tensor(0.1748),-21.29213590214541
Gaussian Function_39_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58147940>>
Gaussian Function_39_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403b730>>
Gaussian Function_39_13,2*x + 55,tensor(0.0037),-73601.98667500171
Gaussian Function_39_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64170d30>>
Gaussian Function_39_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa404fac0>>
Gaussian Function_39_16,x**2/cos(2)**2,tensor(0.0793),-133.92361931613814
Gaussian Function_39_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa404fb50>>
Gaussian Function_39_18,2*x**4 + x + exp(x),tensor(0.1090),-65.8198648485816
Gaussian Function_39_19,-4*x**2 + 3*x,tensor(0.0596),-247.8114680951324
Gaussian Function_39_20,2*(x + 1)**3,tensor(0.0357),-728.2495501709259
Gaussian Function_39_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4038f40>>
Gaussian Function_39_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4072bb0>>
Gaussian Function_39_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4072370>>
Gaussian Function_39_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8580>>
Gaussian Function_39_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a89d0>>
Gaussian Function_39_26,x**5/4,tensor(0.2066),-13.745908979532315
Gaussian Function_39_27,x + exp(sqrt(x)),tensor(0.),0
Gaussian Function_39_28,x*cos(x + 1),tensor(0.1598),-26.624269838940464
Gaussian Function_39_29,-2*x**3 + x,tensor(0.1970),-15.614144022634033
Gaussian Function_39_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1b50>>
Gaussian Function_39_31,x*(x**3 + x) - x,tensor(0.1652),-24.551136043899152
Gaussian Function_39_32,x**3 + x**2/2,tensor(0.2061),-13.836307217756339
Gaussian Function_39_33,(1 - x)**2,tensor(0.1158),-57.27327370222075
Gaussian Function_39_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207700>>
Gaussian Function_39_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9640>>
Gaussian Function_39_36,cos(x - 2),tensor(0.1384),-37.76138075033253
Gaussian Function_39_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2550>>
Gaussian Function_39_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fab50>>
Gaussian Function_39_39,-4*acos(x),tensor(0.0249),-1528.8217777294767
Gaussian Function_39_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265a05e0>>
Gaussian Function_39_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41cb790>>
Gaussian Function_39_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040880>>
Gaussian Function_39_43,x**2 + 2*x - atan(x),tensor(0.1796),-19.870563401289147
Gaussian Function_39_44,x**2*(x + 1),tensor(0.2163),-12.12877883190527
Gaussian Function_39_45,x*tan(5),tensor(0.0868),-109.68144390843455
Gaussian Function_39_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8250>>
Gaussian Function_39_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5845e760>>
Gaussian Function_39_48,atan(3*x),tensor(0.1372),-38.53571614495377
Gaussian Function_39_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7100>>
Gaussian Function_39_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41327f0>>
Gaussian Function_39_51,x**2 + 2*x + 1,tensor(0.1303),-43.54395722145924
Gaussian Function_39_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8415b190>>
Gaussian Function_39_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41903d0>>
Gaussian Function_39_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40db220>>
Gaussian Function_39_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40dbee0>>
Gaussian Function_39_56,x**4 + x**2 + x,tensor(0.1762),-20.87401130837658
Gaussian Function_39_57,2*x + acosh(x),tensor(0.),0
Gaussian Function_39_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583facd0>>
Gaussian Function_39_59,sin(x)/32,tensor(0.2081),-13.481197777218348
Gaussian Function_39_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4038760>>
Gaussian Function_39_61,x**4/4 + x,tensor(0.1715),-22.351953718187115
Gaussian Function_39_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c9820>>
Gaussian Function_39_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40729d0>>
Gaussian Function_39_64,log(x + 5),tensor(0.1840),-18.67059797119772
Gaussian Function_39_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581b7760>>
Gaussian Function_39_66,cosh(x),tensor(0.2565),-7.399134929452115
Gaussian Function_39_67,16*x**3,tensor(0.0306),-999.6812662563137
Gaussian Function_39_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4149d90>>
Gaussian Function_39_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4149220>>
Gaussian Function_39_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562ba30>>
Gaussian Function_39_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b7f0>>
Gaussian Function_39_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b820>>
Gaussian Function_39_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0562b040>>
Gaussian Function_39_74,2*x*cos(1),tensor(0.1627),-25.48278296306922
Gaussian Function_39_75,1/(x + 4),tensor(0.2784),-5.71848977955672
Gaussian Function_39_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2623f730>>
Gaussian Function_39_77,x**2*atan(x),tensor(0.1914),-16.8406002836532
Gaussian Function_39_78,1/(x**3 + x),tensor(0.0134),-5398.008851141295
Gaussian Function_39_79,x**3*cos(x),tensor(0.1966),-15.693391429440801
Gaussian Function_39_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4159e80>>
Gaussian Function_39_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41591f0>>
Gaussian Function_39_82,x + 18,tensor(0.0115),-7438.429811334034
Gaussian Function_39_83,3*x + cos(x),tensor(0.1012),-77.80222302913523
Gaussian Function_39_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641266d0>>
Gaussian Function_39_85,exp(x) + sin(x),tensor(0.1378),-38.171387602261746
Gaussian Function_39_86,2*sinh(x),tensor(0.1133),-60.26469601046397
Gaussian Function_39_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404ba30>>
Gaussian Function_39_88,x**2 + x*cos(5),tensor(0.2373),-9.32771092251224
Gaussian Function_39_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4038b50>>
Gaussian Function_39_90,(x + 3)*exp(x),tensor(0.0467),-415.3670778641372
Gaussian Function_39_91,-x + sin(x),tensor(0.2088),-13.36698399912171
Gaussian Function_39_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e5b0>>
Gaussian Function_39_93,x + 4/x,tensor(0.0034),-86374.08385125358
Gaussian Function_39_94,18/x,tensor(0.0008),-1741499.111163186
Gaussian Function_39_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813ef40>>
Gaussian Function_39_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1460>>
Gaussian Function_39_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858d580>>
Gaussian Function_39_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485ee0>>
Gaussian Function_39_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485460>>
Gaussian Function_39_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584854f0>>
Gaussian Function_39_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485f70>>
Gaussian Function_39_102,-3/(2*x),tensor(0.0090),-12028.62834383937
Gaussian Function_39_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4072a30>>
Gaussian Function_39_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1d60>>
Gaussian Function_39_105,x*(x**3 + x),tensor(0.2061),-13.830166242441601
Gaussian Function_39_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b1e80>>
Gaussian Function_39_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b1d90>>
Gaussian Function_39_108,1 - 4*x,tensor(0.0753),-149.67694345333857
Gaussian Function_39_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc416f2b0>>
Gaussian Function_39_110,tan(x) + acos(x),tensor(0.1890),-17.411821188168066
Gaussian Function_39_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc416f820>>
Gaussian Function_39_112,x + 3/x**5,tensor(5.3465e-11),-3.4983508147993844e+20
Gaussian Function_39_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40d7100>>
Gaussian Function_39_114,x**2 + cos(4),tensor(0.1486),-31.843510862666143
Gaussian Function_39_115,9*x*cos(x),tensor(0.0475),-401.4759414248123
Gaussian Function_39_116,-x**5,tensor(0.1996),-15.079059921654938
Gaussian Function_39_117,sin(x) + cos(x),tensor(0.2719),-6.167173596301591
Gaussian Function_39_118,atanh(x)/x,tensor(0.2230),-11.146495955712934
Gaussian Function_39_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1e7dc0>>
Gaussian Function_39_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2520>>
Gaussian Function_39_121,cos(x)**2,tensor(0.8660),0.9760479314144799
Gaussian Function_39_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5bb0>>
Gaussian Function_39_123,2,tensor(0.),0
Gaussian Function_39_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fb80>>
Gaussian Function_39_125,x*(x + cos(x))**2,tensor(0.1857),-18.23338937234659
Gaussian Function_39_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4159670>>
Gaussian Function_39_127,x**2*log(4),tensor(0.2334),-9.791756303448135
Gaussian Function_40_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58504bb0>>
