Gaussian Function_0_0,x + tan(x),tensor(0.1150),-58.27104947249592
Gaussian Function_47_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfe50>>
Gaussian Function_47_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfdf0>>
Gaussian Function_47_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfee0>>
Gaussian Function_47_49,x*sin(x + 7),tensor(0.2231),-11.12160308001983
Gaussian Function_47_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930038730>>
Gaussian Function_47_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981afa00>>
Gaussian Function_47_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981af400>>
Gaussian Function_47_53,x*(x + acos(x)),tensor(0.1401),-36.66908497579716
Gaussian Function_47_54,x*(-x + exp(x)),tensor(0.1569),-27.89219866279111
Gaussian Function_47_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981fbd30>>
Gaussian Function_47_56,sin(x) + cos(x),tensor(0.2743),-5.9964937875793956
Gaussian Function_47_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280737c0>>
Gaussian Function_47_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692803c0d0>>
Gaussian Function_47_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692803c160>>
Gaussian Function_47_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002c0d0>>
Gaussian Function_47_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1280>>
Gaussian Function_47_62,asinh(3*x),tensor(0.1217),-51.047478281776606
Gaussian Function_47_63,sin(x)**2,tensor(0.2434),-8.664374133886557
Gaussian Function_47_64,cos(x + 4),tensor(0.1271),-46.19181441439657
Gaussian Function_47_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998249160>>
Gaussian Function_47_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11e490>>
Gaussian Function_47_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c3400>>
Gaussian Function_47_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c3760>>
Gaussian Function_47_69,exp(x) + sin(x),tensor(0.1366),-38.94852195449757
Gaussian Function_47_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980b31c0>>
Gaussian Function_47_71,-x + 4*log(x),tensor(0.),0
Gaussian Function_47_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc025d60>>
Gaussian Function_47_73,x*(4*x + 1),tensor(0.1113),-62.705482852635924
Gaussian Function_47_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0087d90>>
Gaussian Function_47_75,x**3*exp(-1),tensor(0.2051),-14.012222439337346
Gaussian Function_47_76,2*x*tan(3),tensor(0.2055),-13.944285778341802
Gaussian Function_47_77,x*tanh(3),tensor(0.1720),-22.175240623567426
Gaussian Function_47_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998135460>>
Gaussian Function_47_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002c250>>
Gaussian Function_47_80,x**2 + x*(x + 2),tensor(0.1265),-46.67685232927065
Gaussian Function_47_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998300cd0>>
Gaussian Function_47_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998220070>>
Gaussian Function_47_83,(x + log(x))**3,tensor(0.),0
Gaussian Function_47_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0181e80>>
Gaussian Function_47_85,x*(sin(x) + 1),tensor(0.1904),-17.079446101918986
Gaussian Function_47_86,x*cos(2) + 2*x,tensor(0.1426),-35.131863668021936
Gaussian Function_47_87,(x + cos(x))**2,tensor(0.1787),-20.133300531709164
Gaussian Function_47_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142bb0>>
Gaussian Function_47_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699005b190>>
Gaussian Function_47_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cf8b0>>
Gaussian Function_47_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1d30>>
Gaussian Function_47_92,x*(2 - x),tensor(0.1108),-63.41876917382817
Gaussian Function_47_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e018c340>>
Gaussian Function_47_94,log(x**2),tensor(0.0552),-292.19053372479215
Gaussian Function_47_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f2370>>
Gaussian Function_47_96,log(x*(x - 4)),tensor(0.),0
Gaussian Function_47_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142280>>
Gaussian Function_47_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142490>>
Gaussian Function_47_99,x/(x + 3),tensor(0.1958),-15.876707812971457
Gaussian Function_47_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980f70d0>>
Gaussian Function_47_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998150490>>
Gaussian Function_47_102,sin(asinh(x)),tensor(0.1796),-19.86368083046301
Gaussian Function_47_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581309d0>>
Gaussian Function_47_104,cos(2*x),tensor(0.3431),-2.6650587460110824
Gaussian Function_47_105,x + tan(x + 1),tensor(0.0028),-128972.9349371156
Gaussian Function_47_106,3*x**2/2,tensor(0.2269),-10.605804358016165
Gaussian Function_47_107,3*x + 1,tensor(0.1027),-75.32334825527802
Gaussian Function_47_108,x**2*log(3),tensor(0.2390),-9.138158644373194
Gaussian Function_47_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007c5b0>>
Gaussian Function_47_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133190>>
Gaussian Function_47_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133d90>>
Gaussian Function_47_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f9e5e0>>
Gaussian Function_47_113,5*sinh(x),tensor(0.0572),-270.72163081799465
Gaussian Function_47_114,x*(2*x + 1),tensor(0.1714),-22.355496750180205
Gaussian Function_47_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695814a3d0>>
Gaussian Function_47_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699005bdc0>>
Gaussian Function_47_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc66ee20>>
Gaussian Function_47_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199c70>>
Gaussian Function_47_119,2*x,tensor(0.1253),-47.774508026704176
Gaussian Function_47_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc025610>>
Gaussian Function_47_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0087ee0>>
Gaussian Function_47_122,-log(cos(x)),tensor(0.2329),-9.853998978999215
Gaussian Function_47_123,x**2,tensor(0.2400),-9.025689005438945
Gaussian Function_47_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581a0b80>>
Gaussian Function_47_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982490a0>>
Gaussian Function_47_126,5*x + 5*log(x),tensor(0.),0
Gaussian Function_47_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11ee80>>
Gaussian Function_48_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb7910>>
Gaussian Function_48_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0181be0>>
Gaussian Function_48_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980add60>>
Gaussian Function_48_3,x*tan(4),tensor(0.1635),-25.179049915329962
Gaussian Function_48_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1e05e0>>
Gaussian Function_48_5,2*x*cos(x),tensor(0.1489),-31.65183719512369
Gaussian Function_48_6,x**2 + x + 3,tensor(0.0700),-175.54510103354795
Gaussian Function_48_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d3310>>
Gaussian Function_48_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990134af0>>
Gaussian Function_48_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930135700>>
Gaussian Function_48_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580b1af0>>
Gaussian Function_48_11,2*x**3/9,tensor(0.2071),-13.659387476287238
Gaussian Function_48_12,100,tensor(0.),0
Gaussian Function_48_13,x**2/2 + log(x),tensor(0.),0
Gaussian Function_48_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11ee50>>
Gaussian Function_48_15,x*(x**2 + x),tensor(0.2139),-12.513992612855942
Gaussian Function_48_16,2*x**2 + x,tensor(0.1714),-22.355496750180205
Gaussian Function_48_17,2*x + cos(x),tensor(0.1476),-32.35328346095562
Gaussian Function_48_18,x*(3 - x),tensor(0.0881),-106.19753834836175
Gaussian Function_48_19,x*sqrt(x**3),tensor(0.),0
Gaussian Function_48_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900eedf0>>
Gaussian Function_48_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980ad880>>
Gaussian Function_48_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc032ac0>>
Gaussian Function_48_23,x**4 + 6*x,tensor(0.0535),-311.80747181786984
Gaussian Function_48_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1fd880>>
Gaussian Function_48_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280ad670>>
Gaussian Function_48_26,x*(3*x + 4),tensor(0.0733),-158.6760682007198
Gaussian Function_48_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d38b0>>
Gaussian Function_48_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc146ca0>>
Gaussian Function_48_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300d27c0>>
Gaussian Function_48_30,x**2,tensor(0.2400),-9.025689005438945
Gaussian Function_48_31,3*x**2/2,tensor(0.2269),-10.605804358016165
Gaussian Function_48_32,log(x + 4),tensor(0.2312),-10.058880553371607
Gaussian Function_48_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82a60>>
Gaussian Function_48_34,2*x**2*(x + 1),tensor(0.1566),-28.02709732717101
Gaussian Function_48_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc547400>>
Gaussian Function_48_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958130d00>>
Gaussian Function_48_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075e50>>
Gaussian Function_48_38,2*x**2 + log(x),tensor(0.),0
Gaussian Function_48_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0087e20>>
Gaussian Function_48_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc618400>>
Gaussian Function_48_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1160>>
Gaussian Function_48_42,2*x**2*sin(x),tensor(0.1640),-24.98018533853893
Gaussian Function_48_43,x/(x + 2),tensor(0.1792),-19.968037492957688
Gaussian Function_48_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc025af0>>
Gaussian Function_48_45,x + cos(x) + 5,tensor(0.0381),-636.5237764121736
Gaussian Function_48_46,sqrt(3)/x,tensor(0.0044),-50241.957722061656
Gaussian Function_48_47,x*(2 - x),tensor(0.1108),-63.41876917382817
Gaussian Function_48_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981af760>>
Gaussian Function_48_49,x**(7/2),tensor(0.),0
Gaussian Function_48_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928073be0>>
Gaussian Function_48_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998220130>>
Gaussian Function_48_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981af2e0>>
Gaussian Function_48_53,5*exp(x),tensor(0.0323),-894.7131576244864
Gaussian Function_48_54,sin(2*x + 5),tensor(0.1306),-43.29557693255626
Gaussian Function_48_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5310>>
Gaussian Function_48_56,8*x**3,tensor(0.0600),-244.5926788856695
Gaussian Function_48_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29bec70>>
Gaussian Function_48_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8065670>>
Gaussian Function_48_59,x/2,tensor(0.1963),-15.753126685327821
Gaussian Function_48_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998150b50>>
Gaussian Function_48_61,3*exp(2*x),tensor(0.0269),-1307.739273659832
Gaussian Function_48_62,x**4/5,tensor(0.2139),-12.511711956118038
Gaussian Function_48_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998251c10>>
Gaussian Function_48_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0087460>>
Gaussian Function_48_65,(x + 1)**4,tensor(0.0392),-598.8711429702655
Gaussian Function_48_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928074a60>>
Gaussian Function_48_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990194fd0>>
Gaussian Function_48_68,1/(102*x**3),tensor(1.0962e-05),-8321523920.38125
Gaussian Function_48_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0025220>>
Gaussian Function_48_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692804a250>>
Gaussian Function_48_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692804a190>>
Gaussian Function_48_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f160>>
Gaussian Function_48_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc550850>>
Gaussian Function_48_74,x*sin(x) + 2*x,tensor(0.1322),-42.0613783762631
Gaussian Function_48_75,3/sqrt(x),tensor(0.),0
Gaussian Function_48_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928138ca0>>
Gaussian Function_48_77,8*x**(7/2),tensor(0.),0
Gaussian Function_48_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09ca00>>
Gaussian Function_48_79,1/3,tensor(0.),0
Gaussian Function_48_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998131f70>>
Gaussian Function_48_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998142640>>
Gaussian Function_48_82,sin(x) + 5,tensor(0.0452),-445.703620445025
Gaussian Function_48_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007ccd0>>
Gaussian Function_48_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928176790>>
Gaussian Function_48_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80a8070>>
Gaussian Function_48_86,x*sin(6),tensor(0.2056),-13.920487924738119
Gaussian Function_48_87,tan(2*x + 1),tensor(0.0057),-30556.85672834604
Gaussian Function_48_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c2ee0>>
Gaussian Function_48_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f7e3d0>>
Gaussian Function_48_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11e520>>
Gaussian Function_48_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581f5100>>
Gaussian Function_48_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930190160>>
Gaussian Function_48_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00876a0>>
Gaussian Function_48_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0087fd0>>
Gaussian Function_48_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc550ca0>>
Gaussian Function_48_96,sinh(x) + cosh(x),tensor(0.1942),-16.227451904000336
Gaussian Function_48_97,x**3/3 + 3*x,tensor(0.0903),-100.52197255317024
Gaussian Function_48_98,x**5*tan(2),tensor(0.1679),-23.567646332111515
Gaussian Function_48_99,x**2 + asin(x),tensor(0.1773),-20.52740807471396
Gaussian Function_48_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d2ac0>>
Gaussian Function_48_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928176100>>
Gaussian Function_48_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300fbf10>>
Gaussian Function_48_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c36d0>>
Gaussian Function_48_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928176190>>
Gaussian Function_48_105,x*tan(5),tensor(0.0878),-106.91719113600185
Gaussian Function_48_106,x*acosh(2),tensor(0.1554),-28.542784387155947
Gaussian Function_48_107,x**3*(x + 2),tensor(0.1628),-25.427250865092795
Gaussian Function_48_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075760>>
Gaussian Function_48_109,4*x*acosh(x),tensor(0.),0
Gaussian Function_48_110,x/(x**2 + 1),tensor(0.1896),-17.26170399760969
Gaussian Function_48_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c3ac0>>
Gaussian Function_48_112,cos(x + 5),tensor(0.2147),-12.380026258436517
Gaussian Function_48_113,x*acosh(x)/4,tensor(0.),0
Gaussian Function_48_114,x**2*asin(x),tensor(0.1813),-19.39052146865002
Gaussian Function_48_115,tan(3*x),tensor(0.0007),-2168837.9242369006
Gaussian Function_48_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998220670>>
Gaussian Function_48_117,-2*x**2 + x,tensor(0.1116),-62.4189909325265
Gaussian Function_48_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25581c0>>
Gaussian Function_48_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699803b490>>
Gaussian Function_48_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc547160>>
Gaussian Function_48_121,-x**2 + x,tensor(0.1391),-37.30768408853272
Gaussian Function_48_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29be8e0>>
Gaussian Function_48_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f43eb0>>
Gaussian Function_48_124,log(x),tensor(0.),0
Gaussian Function_48_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1520>>
Gaussian Function_48_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f2910>>
Gaussian Function_48_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699809a9a0>>
Gaussian Function_49_0,tanh(3*x),tensor(0.1513),-30.453597528310134
Gaussian Function_49_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580fcdc0>>
Gaussian Function_49_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958142550>>
Gaussian Function_49_3,-x + sinh(x),tensor(0.2076),-13.574326856964083
Gaussian Function_49_4,5/4,tensor(0.),0
Gaussian Function_49_5,x**2*(x + 4) + x,tensor(0.1029),-75.06160588302586
Gaussian Function_49_6,tan(x**2)/2,tensor(0.2320),-9.96205176739654
Gaussian Function_49_7,x/(x + 1),tensor(0.0241),-1641.7017818873182
Gaussian Function_49_8,sin(x + 6),tensor(0.1512),-30.522042678044876
Gaussian Function_49_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958068af0>>
Gaussian Function_49_10,-x/5,tensor(0.2072),-13.643932141398905
Gaussian Function_49_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699815a340>>
Gaussian Function_49_12,2*x*exp(2*x),tensor(0.0494),-368.70570881242884
Gaussian Function_49_13,x*(2 - x)**3,tensor(0.0209),-2186.5571106920434
Gaussian Function_49_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693016dfd0>>
Gaussian Function_49_15,exp(sqrt(3)*x**2),tensor(0.0947),-90.41637858828237
Gaussian Function_49_16,cos(2*x),tensor(0.3431),-2.6650587460110824
Gaussian Function_49_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990174940>>
Gaussian Function_49_18,x*cos(asinh(x)),tensor(0.1839),-18.698218371755768
Gaussian Function_49_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f2340>>
Gaussian Function_49_20,x**2*exp(-1),tensor(0.2268),-10.628990797230582
Gaussian Function_49_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5476d0>>
Gaussian Function_49_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980f54f0>>
Gaussian Function_49_23,3*x/4,tensor(0.1847),-18.485697936613747
Gaussian Function_49_24,2*x + asinh(x),tensor(0.0968),-86.06625388878291
Gaussian Function_49_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901b0f40>>
Gaussian Function_49_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901b0190>>
Gaussian Function_49_27,x*exp(2),tensor(0.0439),-472.215989350287
Gaussian Function_49_28,x**2*acos(x),tensor(0.1906),-17.04369695503609
Gaussian Function_49_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699822d520>>
Gaussian Function_49_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930091a30>>
Gaussian Function_49_31,x**2 + sin(x),tensor(0.1963),-15.762306599236105
Gaussian Function_49_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692813beb0>>
Gaussian Function_49_33,-2*x*sin(x) + 2*cos(x),tensor(0.2308),-10.107129176061203
Gaussian Function_49_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580c25b0>>
Gaussian Function_49_35,3*x + tan(x),tensor(0.0713),-168.80500197181425
Gaussian Function_49_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1e0fa0>>
Gaussian Function_49_37,x*(-x - 2),tensor(0.1144),-58.980533368075335
Gaussian Function_49_38,x*(x + sin(x))**2,tensor(0.1144),-58.94705278117977
Gaussian Function_49_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998135eb0>>
Gaussian Function_49_40,x**3 + 1/4,tensor(0.2347),-9.629283889680107
Gaussian Function_49_41,2*tan(x + 1),tensor(0.0014),-515903.94520613115
Gaussian Function_49_42,sin(x)**2,tensor(0.2434),-8.664374133886557
Gaussian Function_49_43,x**2 + x*(x - 1),tensor(0.1675),-23.715837859713798
Gaussian Function_49_44,x*sin(x),tensor(0.2424),-8.76519791681303
Gaussian Function_49_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc19a460>>
Gaussian Function_49_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928133b20>>
Gaussian Function_49_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281336a0>>
Gaussian Function_49_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981423d0>>
Gaussian Function_49_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958142940>>
Gaussian Function_49_50,x*sin(x + 2),tensor(0.1733),-21.76842618440092
Gaussian Function_49_51,x + log(x + 2),tensor(0.1819),-19.21733866062603
Gaussian Function_49_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007c5e0>>
Gaussian Function_49_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901b0430>>
Gaussian Function_49_54,x*exp(-x),tensor(0.1269),-46.32531153230444
Gaussian Function_49_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1991c0>>
Gaussian Function_49_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199310>>
Gaussian Function_49_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199d90>>
Gaussian Function_49_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199430>>
Gaussian Function_49_59,2*x + log(x),tensor(0.),0
Gaussian Function_49_60,x + sin(x)**2,tensor(0.1906),-17.03499480629934
Gaussian Function_49_61,2*x - exp(x),tensor(0.0916),-97.40518817785065
Gaussian Function_49_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998306880>>
Gaussian Function_49_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580eaac0>>
Gaussian Function_49_64,x**2*atanh(2),tensor(0.),0
Gaussian Function_49_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f802cb50>>
Gaussian Function_49_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699824cbe0>>
Gaussian Function_49_67,x*(x + 1)**2,tensor(0.1420),-35.508821631213614
Gaussian Function_49_68,sin(x) + cos(x),tensor(0.2743),-5.9964937875793956
Gaussian Function_49_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958142820>>
Gaussian Function_49_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199970>>
Gaussian Function_49_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc199610>>
Gaussian Function_49_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699013ba90>>
Gaussian Function_49_73,x*acosh(2),tensor(0.1554),-28.542784387155947
Gaussian Function_49_74,x*exp(2*x) + x,tensor(0.0780),-138.71841820227152
Gaussian Function_49_75,5*x*sin(x),tensor(0.1066),-69.29549952415722
Gaussian Function_49_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc025820>>
Gaussian Function_49_77,x*(-x**2 + x),tensor(0.2128),-12.683252100674506
Gaussian Function_49_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2b50>>
