 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_25_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df3a0>>
 Nguyen-5'_25_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1654f0>>
 Nguyen-5'_25_9,exp(-x),tensor(0.0516),-336.7563232307682
 Nguyen-5'_25_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1bcaf0>>
 Nguyen-5'_25_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b6370>>
 Nguyen-5'_25_12,x**2*cosh(5),tensor(0.0047),-44580.76396112317
 Nguyen-5'_25_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101250>>
 Nguyen-5'_25_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101640>>
 Nguyen-5'_25_15,1/(x - 2/x**2),tensor(0.0925),-95.20857665740988
 Nguyen-5'_25_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1250>>
 Nguyen-5'_25_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cdcd0>>
 Nguyen-5'_25_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cdb50>>
 Nguyen-5'_25_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cdf10>>
 Nguyen-5'_25_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cd130>>
 Nguyen-5'_25_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cd370>>
 Nguyen-5'_25_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c179df0>>
 Nguyen-5'_25_23,2/(x + 6),tensor(0.0726),-162.32343362142294
 Nguyen-5'_25_24,x**2*sin(1/x),tensor(0.0836),-119.03386396880431
 Nguyen-5'_25_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c179e80>>
 Nguyen-5'_25_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2c39d0>>
 Nguyen-5'_25_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2c3460>>
 Nguyen-5'_25_28,-4*atanh(x),tensor(0.0394),-593.1703015817629
 Nguyen-5'_25_29,x**2*tan(x) + 2*x,tensor(0.0646),-208.7045303241332
 Nguyen-5'_25_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012ed90>>
 Nguyen-5'_25_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e2c70>>
 Nguyen-5'_25_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3ab130>>
 Nguyen-5'_25_33,x*cos(2*x) + x,tensor(0.0811),-127.47638391112295
 Nguyen-5'_25_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26bd60>>
 Nguyen-5'_25_35,x*exp(-x),tensor(0.0907),-99.51599627237428
 Nguyen-5'_25_36,x**2*tan(2)/2,tensor(0.1005),-79.07819558514761
 Nguyen-5'_25_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8a60>>
 Nguyen-5'_25_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3abe80>>
 Nguyen-5'_25_39,-x + cos(2*x),tensor(0.0649),-206.28706027016668
 Nguyen-5'_25_40,x*(x + 1)*exp(x),tensor(0.0543),-302.7160543418091
 Nguyen-5'_25_41,x*tan(x + 5),tensor(0.0031),-100468.05569862422
 Nguyen-5'_25_42,x + tan(x + 2),tensor(0.0020),-240891.24082507414
 Nguyen-5'_25_43,x**2 + x*cos(x),tensor(0.0716),-167.01260297608232
 Nguyen-5'_25_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09f4c0>>
 Nguyen-5'_25_45,32/tan(x),tensor(0.0002),-25647278.51811993
 Nguyen-5'_25_46,45*x**2/2,tensor(0.0142),-4839.416744170318
 Nguyen-5'_25_47,-2*cos(x),tensor(0.5145),0.10922793551662247
 Nguyen-5'_25_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10a970>>
 Nguyen-5'_25_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7c70>>
 Nguyen-5'_25_50,-x + sinh(x),tensor(0.0852),-114.41697575256451
 Nguyen-5'_25_51,x*(-x**2 + x),tensor(0.0710),-170.05000355959547
 Nguyen-5'_25_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012b730>>
 Nguyen-5'_25_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16f280>>
 Nguyen-5'_25_54,3*x*sin(x) - 4*sin(x),tensor(0.0446),-457.810470250546
 Nguyen-5'_25_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0d5340>>
 Nguyen-5'_25_56,x**2*cosh(2),tensor(0.0491),-373.96119620316955
 Nguyen-5'_25_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c28ebb0>>
 Nguyen-5'_25_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c322220>>
 Nguyen-5'_25_59,x*(4*x**2 + x),tensor(0.0605),-240.07710253654923
 Nguyen-5'_25_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0be670>>
 Nguyen-5'_25_61,x*(x*exp(x) + x),tensor(0.0588),-254.80102736581043
 Nguyen-5'_25_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c18aa30>>
 Nguyen-5'_25_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2afbb0>>
 Nguyen-5'_25_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0b41f0>>
 Nguyen-5'_25_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cd5b0>>
 Nguyen-5'_25_66,2*x**3*exp(x),tensor(0.0623),-225.475903802832
 Nguyen-5'_25_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1cda00>>
 Nguyen-5'_25_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7af0>>
 Nguyen-5'_25_69,x + 5,tensor(0.0238),-1676.962591090888
 Nguyen-5'_25_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081790>>
 Nguyen-5'_25_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0813a0>>
 Nguyen-5'_25_72,x**2 + asinh(x),tensor(0.0710),-170.3760404890721
 Nguyen-5'_25_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05c340>>
 Nguyen-5'_25_74,tan(x + 3),tensor(0.0872),-108.6723816511404
 Nguyen-5'_25_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f88e0>>
 Nguyen-5'_25_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0e05b0>>
 Nguyen-5'_25_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1654c0>>
 Nguyen-5'_25_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1ba520>>
 Nguyen-5'_25_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c039b80>>
 Nguyen-5'_25_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06ac10>>
 Nguyen-5'_25_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c322190>>
 Nguyen-5'_25_82,1/(x - exp(x)),tensor(0.1542),-29.108853810628624
 Nguyen-5'_25_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc137c70>>
 Nguyen-5'_25_84,x + 2,tensor(0.0417),-526.5271969466208
 Nguyen-5'_25_85,x*(3 - x),tensor(0.0676),-189.41506605660615
 Nguyen-5'_25_86,x/6,tensor(0.0851),-114.46975249017355
 Nguyen-5'_25_87,-2*x - 4*exp(sqrt(x)),tensor(0.),0
 Nguyen-5'_25_88,sin(x + 2),tensor(0.0606),-239.2227380087793
 Nguyen-5'_25_89,1/3,tensor(0.),0
 Nguyen-5'_25_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c172190>>
 Nguyen-5'_25_91,x + 2,tensor(0.0417),-526.5271969466208
 Nguyen-5'_25_92,x*log(x + 3),tensor(0.0775),-140.60814849269354
 Nguyen-5'_25_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101ee0>>
 Nguyen-5'_25_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c10fdf0>>
 Nguyen-5'_25_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081400>>
 Nguyen-5'_25_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d6a0>>
 Nguyen-5'_25_97,x**3 + x - asin(x),tensor(0.0846),-116.03542008133495
 Nguyen-5'_25_98,(x + 4)/x,tensor(0.0016),-401822.28160984884
 Nguyen-5'_25_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b3040>>
 Nguyen-5'_25_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03c670>>
 Nguyen-5'_25_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e76d0>>
 Nguyen-5'_25_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012e2b0>>
 Nguyen-5'_25_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012e820>>
 Nguyen-5'_25_104,-x**2 - 3*x + 1,tensor(0.0512),-342.89913657425984
 Nguyen-5'_25_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c19c8b0>>
 Nguyen-5'_25_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1b0ca0>>
 Nguyen-5'_25_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1b03d0>>
 Nguyen-5'_25_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5d90>>
 Nguyen-5'_25_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd2b0>>
 Nguyen-5'_25_110,tan(2*x),tensor(0.0005),-3327455.029917685
 Nguyen-5'_25_111,exp(2*x + 3),tensor(0.0031),-102854.35336407847
 Nguyen-5'_25_112,3*x**5,tensor(0.0773),-141.49596401522635
 Nguyen-5'_25_113,2*x*cos(6),tensor(0.0739),-156.0977237628824
 Nguyen-5'_25_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038160>>
 Nguyen-5'_25_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1147c0>>
 Nguyen-5'_25_116,x*log(x) + 2*x,tensor(0.),0
 Nguyen-5'_25_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c10f3d0>>
 Nguyen-5'_25_118,x**3 + 2*x - cos(x),tensor(0.0857),-112.80639538646496
 Nguyen-5'_25_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c239ac0>>
 Nguyen-5'_25_120,x*(5*x + 1),tensor(0.0423),-511.6333521521874
 Nguyen-5'_25_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c074160>>
 Nguyen-5'_25_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1d3100>>
 Nguyen-5'_25_123,x**2*(x + sin(x))**2,tensor(0.0594),-250.08903759310257
 Nguyen-5'_25_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c379bb0>>
 Nguyen-5'_25_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c338610>>
 Nguyen-5'_25_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1ec730>>
 Nguyen-5'_25_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0aa490>>
 Nguyen-5'_26_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c04e6d0>>
 Nguyen-5'_26_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c04ef70>>
 Nguyen-5'_26_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c12c0d0>>
 Nguyen-5'_26_3,2*x + 2*sin(x),tensor(0.0557),-286.48165963996667
 Nguyen-5'_26_4,tanh(x)/2,tensor(0.0847),-115.77625615078225
 Nguyen-5'_26_5,3*x**2,tensor(0.0541),-304.18656028461663
 Nguyen-5'_26_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc17aaf0>>
 Nguyen-5'_26_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fdb80>>
 Nguyen-5'_26_8,5*x + 5*log(x),tensor(0.),0
 Nguyen-5'_26_9,exp(2*x),tensor(0.0398),-579.5412054818822
 Nguyen-5'_26_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05cca0>>
 Nguyen-5'_26_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1d3430>>
 Nguyen-5'_26_12,3*x*asinh(x),tensor(0.0560),-283.25168337047614
 Nguyen-5'_26_13,4*pi*x**2,tensor(0.0229),-1813.8518107955865
 Nguyen-5'_26_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0c0e20>>
 Nguyen-5'_26_15,x*exp(x + 1),tensor(0.0449),-450.4868952571467
 Nguyen-5'_26_16,acosh(x + 1),tensor(0.),0
 Nguyen-5'_26_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7040>>
 Nguyen-5'_26_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0aaf10>>
 Nguyen-5'_26_19,x + (x + 3)**2,tensor(0.0139),-5007.367363237119
 Nguyen-5'_26_20,x**2*exp(x) + x,tensor(0.0641),-212.432782132524
 Nguyen-5'_26_21,3*x**4/26,tensor(0.0842),-117.31675122091792
 Nguyen-5'_26_22,x*sin(x + 7),tensor(0.0759),-147.11264410267634
 Nguyen-5'_26_23,x*sin(x + 4),tensor(0.0915),-97.66736968190884
 Nguyen-5'_26_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e7df0>>
 Nguyen-5'_26_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c044370>>
 Nguyen-5'_26_26,x**3/8,tensor(0.0852),-114.40780514750728
 Nguyen-5'_26_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c118fd0>>
 Nguyen-5'_26_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcd90>>
 Nguyen-5'_26_29,exp(x),tensor(0.0523),-327.49936364338043
 Nguyen-5'_26_30,x - 2*log(x + 2),tensor(0.2534),-7.682242484208363
 Nguyen-5'_26_31,4*x**3,tensor(0.0668),-194.28740613066446
 Nguyen-5'_26_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101190>>
 Nguyen-5'_26_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156610>>
 Nguyen-5'_26_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156bb0>>
 Nguyen-5'_26_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156310>>
 Nguyen-5'_26_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156910>>
 Nguyen-5'_26_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03cf70>>
 Nguyen-5'_26_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03c8b0>>
 Nguyen-5'_26_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03ca60>>
 Nguyen-5'_26_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03cac0>>
 Nguyen-5'_26_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03cb50>>
 Nguyen-5'_26_42,x**2*(x + 3),tensor(0.0540),-306.3107370655234
 Nguyen-5'_26_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c148d90>>
 Nguyen-5'_26_44,5*sinh(x),tensor(0.0435),-482.5192988568271
 Nguyen-5'_26_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcbb0>>
 Nguyen-5'_26_46,x**2 - cos(x),tensor(0.1125),-61.20238024743018
 Nguyen-5'_26_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7910>>
 Nguyen-5'_26_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7a30>>
 Nguyen-5'_26_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c118b50>>
 Nguyen-5'_26_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c118af0>>
 Nguyen-5'_26_51,x**3*sin(x) + x,tensor(0.0756),-148.5010915331913
 Nguyen-5'_26_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2e0130>>
 Nguyen-5'_26_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16f8e0>>
 Nguyen-5'_26_54,(x + 1)**2,tensor(0.0479),-394.1139317274383
 Nguyen-5'_26_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e74f0>>
 Nguyen-5'_26_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156ac0>>
 Nguyen-5'_26_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c179bb0>>
 Nguyen-5'_26_58,log(x)/8,tensor(0.),0
 Nguyen-5'_26_59,5*sinh(x),tensor(0.0435),-482.5192988568271
 Nguyen-5'_26_60,x*(x**2 + 4*x),tensor(0.0476),-399.0486177570031
 Nguyen-5'_26_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081f70>>
 Nguyen-5'_26_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0cc1f0>>
 Nguyen-5'_26_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e5640>>
 Nguyen-5'_26_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c080970>>
 Nguyen-5'_26_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc083190>>
 Nguyen-5'_26_66,x**(7/2)/7,tensor(0.),0
 Nguyen-5'_26_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156880>>
 Nguyen-5'_26_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c3abb80>>
 Nguyen-5'_26_69,x + sin(x)*cos(x),tensor(0.0764),-144.97499162604674
 Nguyen-5'_26_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5430>>
 Nguyen-5'_26_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1bc340>>
 Nguyen-5'_26_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012eeb0>>
 Nguyen-5'_26_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1765e0>>
 Nguyen-5'_26_74,(x + 5)**2/x**2,tensor(1.0364e-06),-931043532921.8956
 Nguyen-5'_26_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102760>>
 Nguyen-5'_26_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7190>>
 Nguyen-5'_26_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1896a0>>
 Nguyen-5'_26_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c19ca30>>
 Nguyen-5'_26_79,sinh(x)/2,tensor(0.0843),-117.04708397907876
 Nguyen-5'_26_80,2*x**3 + x,tensor(0.0704),-173.3112861225366
 Nguyen-5'_26_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a09d0>>
 Nguyen-5'_26_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0370>>
 Nguyen-5'_26_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0c40>>
 Nguyen-5'_26_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0a30>>
 Nguyen-5'_26_85,x*(x + sin(x)),tensor(0.0632),-218.73470218447017
 Nguyen-5'_26_86,4*x**2,tensor(0.0477),-397.5206682940113
 Nguyen-5'_26_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c820>>
 Nguyen-5'_26_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c880>>
 Nguyen-5'_26_89,5*x - cos(x),tensor(0.0517),-336.12342301541884
 Nguyen-5'_26_90,3*sin(x),tensor(0.0659),-199.996758383778
 Nguyen-5'_26_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc189e80>>
 Nguyen-5'_26_92,x*(2*x**2 + x),tensor(0.0692),-179.99989780980502
 Nguyen-5'_26_93,2*x**9/9,tensor(0.0851),-114.46820110610543
 Nguyen-5'_26_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09f6d0>>
 Nguyen-5'_26_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0df4f0>>
 Nguyen-5'_26_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1bc3a0>>
 Nguyen-5'_26_97,2*x + 2,tensor(0.0406),-558.7999023364478
 Nguyen-5'_26_98,x/(x + 4),tensor(0.0859),-112.16156431773045
 Nguyen-5'_26_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05c2b0>>
 Nguyen-5'_26_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc13e610>>
 Nguyen-5'_26_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18aee0>>
 Nguyen-5'_26_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18acd0>>
 Nguyen-5'_26_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc083130>>
 Nguyen-5'_26_104,2*x + 2,tensor(0.0406),-558.7999023364478
 Nguyen-5'_26_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c362610>>
 Nguyen-5'_26_106,1/(7*x),tensor(0.0381),-637.3092973147154
 Nguyen-5'_26_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc13ef70>>
 Nguyen-5'_26_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c137a30>>
 Nguyen-5'_26_109,3*x**2*tan(1)/2,tensor(0.0593),-250.53726456515096
 Nguyen-5'_26_110,x**2,tensor(0.0725),-162.67784659767776
 Nguyen-5'_26_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc072d30>>
 Nguyen-5'_26_112,x**4 - 1,tensor(0.1434),-34.662369882410694
 Nguyen-5'_26_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c16fd00>>
 Nguyen-5'_26_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102e50>>
 Nguyen-5'_26_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127640>>
 Nguyen-5'_26_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127c10>>
 Nguyen-5'_26_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127250>>
 Nguyen-5'_26_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc6a0>>
 Nguyen-5'_26_119,3*x,tensor(0.0630),-219.8594266531716
 Nguyen-5'_26_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03c2b0>>
 Nguyen-5'_26_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1d1670>>
 Nguyen-5'_26_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcf10>>
 Nguyen-5'_26_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bccd0>>
 Nguyen-5'_26_124,cos(x + 3),tensor(0.1486),-31.808659658120398
 Nguyen-5'_26_125,2*log(x),tensor(0.),0
 Nguyen-5'_26_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0a90>>
 Nguyen-5'_26_127,x*sin(x + 5),tensor(0.0795),-133.12455520157982
 Nguyen-5'_27_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c118580>>
 Nguyen-5'_27_1,1/(8*x**4),tensor(2.2584e-09),-1.9605683939508797e+17
 Nguyen-5'_27_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc072850>>
 Nguyen-5'_27_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c362b80>>
 Nguyen-5'_27_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc18ac10>>
 Nguyen-5'_27_5,atan(x),tensor(0.0828),-121.72429784645152
 Nguyen-5'_27_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0f7d30>>
 Nguyen-5'_27_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c4bb0>>
 Nguyen-5'_27_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c4550>>
 Nguyen-5'_27_9,(3*x + 2)**2,tensor(0.0144),-4692.032973284167
 Nguyen-5'_27_10,x**5/25,tensor(0.0851),-114.47079960409367
 Nguyen-5'_27_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09f970>>
 Nguyen-5'_27_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b3910>>
 Nguyen-5'_27_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0a48b0>>
