Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_160_81,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_160_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_83,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_84,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_85,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_160_86,4*x/3,tensor(0.2801),-5.60673283239626
Quadratic Equation_160_87,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_160_88,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_89,-x*(x**2 + x),tensor(0.2866),-5.197794394121019
Quadratic Equation_160_90,2*x + 2,tensor(0.3214),-3.4587336730853444
Quadratic Equation_160_91,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_160_92,x*atan(x) + x,tensor(0.2908),-4.947266684035505
Quadratic Equation_160_93,x + sin(4),tensor(0.2661),-6.6040235672017245
Quadratic Equation_160_94,5*x*tan(x),tensor(0.3536),-2.3431607623461224
Quadratic Equation_160_95,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_96,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_160_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76472700>>
Quadratic Equation_160_98,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3c790>>
Quadratic Equation_160_100,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_101,sqrt(x + 2),tensor(0.3272),-3.229125827624517
Quadratic Equation_160_102,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698ff4c0>>
Quadratic Equation_160_104,3*tan(x),tensor(0.2572),-7.342190617168004
Quadratic Equation_160_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ded6310>>
Quadratic Equation_160_106,sin(x)*cos(x),tensor(0.2861),-5.223644122925258
Quadratic Equation_160_107,cos(x) - 1,tensor(0.2870),-5.169142923153797
Quadratic Equation_160_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6930f730>>
Quadratic Equation_160_109,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac461e80>>
Quadratic Equation_160_111,cosh(x),tensor(0.3257),-3.287948031667601
Quadratic Equation_160_112,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_113,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9005dd60>>
Quadratic Equation_160_115,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_116,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dae9490>>
Quadratic Equation_160_118,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_160_119,x*(x + sin(x) + 2),tensor(0.2899),-4.997687438014136
Quadratic Equation_160_120,x**2/2 + cos(x),tensor(0.3198),-3.5234281871732307
Quadratic Equation_160_121,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_122,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_160_123,2*x*(x + 4),tensor(0.2311),-10.074113287144117
Quadratic Equation_160_124,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_160_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696be610>>
Quadratic Equation_160_126,4*x + cos(x),tensor(0.2704),-6.279969937112527
Quadratic Equation_160_127,4*x + 4,tensor(0.3302),-3.113296518672649
Quadratic Equation_161_0,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_1,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_2,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_3,sin(x)**2,tensor(0.2998),-4.456102961683167
Quadratic Equation_161_4,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_161_5,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_6,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_7,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_8,-x - sin(x),tensor(0.3063),-4.127204882340199
Quadratic Equation_161_9,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_10,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_11,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e693da190>>
Quadratic Equation_161_13,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_14,x*tan(4),tensor(0.2816),-5.5053936958969665
Quadratic Equation_161_15,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_16,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_17,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9005d6d0>>
Quadratic Equation_161_19,3*x*exp(x),tensor(0.2785),-5.7086463757882875
Quadratic Equation_161_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f0d0>>
Quadratic Equation_161_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16fc70>>
Quadratic Equation_161_22,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_23,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_24,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69366c70>>
Quadratic Equation_161_26,2*x + 2,tensor(0.3214),-3.4587336730853444
Quadratic Equation_161_27,8*x**2,tensor(0.3693),-1.91772177072147
Quadratic Equation_161_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696021f0>>
Quadratic Equation_161_29,2*x + 3,tensor(0.3479),-2.5132820416699766
Quadratic Equation_161_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76228fa0>>
Quadratic Equation_161_31,sqrt(x + 1),tensor(0.3112),-3.896718979137458
Quadratic Equation_161_32,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_33,x + sinh(x),tensor(0.2731),-6.0814213764224805
Quadratic Equation_161_34,x + cos(x) + 2,tensor(0.3615),-2.1197144824089844
Quadratic Equation_161_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9c10>>
Quadratic Equation_161_36,-sinh(x),tensor(0.3006),-4.41445324053202
Quadratic Equation_161_37,15,tensor(0.),0
Quadratic Equation_161_38,x**3 + 3,tensor(0.3757),-1.7616019479231197
Quadratic Equation_161_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0aa250>>
Quadratic Equation_161_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69822f40>>
Quadratic Equation_161_41,x + 5,tensor(0.4301),-0.7550739992428075
Quadratic Equation_161_42,acos(x) + 1,tensor(0.3936),-1.3736195025072155
Quadratic Equation_161_43,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_44,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69caa970>>
Quadratic Equation_161_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901720d0>>
Quadratic Equation_161_47,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_161_48,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_49,4*sin(x),tensor(0.2595),-7.138815447198214
Quadratic Equation_161_50,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_51,3*x + 3,tensor(0.3293),-3.1493663441502555
Quadratic Equation_161_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69682a60>>
Quadratic Equation_161_53,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_54,5*exp(x),tensor(0.3235),-3.3713025572655315
Quadratic Equation_161_55,sin(x) + 4,tensor(0.4029),-1.195666925120113
Quadratic Equation_161_56,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_57,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_58,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_59,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_161_60,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_61,25*x*sin(x),tensor(0.3118),-3.872533841802177
Quadratic Equation_161_62,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_161_63,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbbdc40>>
Quadratic Equation_161_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dcfbf70>>
Quadratic Equation_161_66,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90172b50>>
Quadratic Equation_161_68,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e699e68b0>>
Quadratic Equation_161_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac372250>>
Quadratic Equation_161_71,-exp(acos(x)),tensor(0.1668),-23.963033426098537
Quadratic Equation_161_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0e4f40>>
Quadratic Equation_161_73,2*acos(x),tensor(0.4454),-0.5508439386060091
Quadratic Equation_161_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac3351f0>>
Quadratic Equation_161_75,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_161_76,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_77,9*x*sin(x),tensor(0.3719),-1.853111516397461
Quadratic Equation_161_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69682cd0>>
Quadratic Equation_161_79,3*x + sin(x),tensor(0.2569),-7.365953368032004
Quadratic Equation_161_80,tan(x)**2,tensor(0.3084),-4.028504904851566
Quadratic Equation_161_81,2*x + tan(1),tensor(0.3101),-3.9478439316862506
Quadratic Equation_161_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_83,asinh(x)**3,tensor(0.2877),-5.12925137461504
Quadratic Equation_161_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec16f850>>
Quadratic Equation_161_85,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_86,-sinh(x),tensor(0.3006),-4.41445324053202
Quadratic Equation_161_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f160>>
Quadratic Equation_161_88,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f640>>
Quadratic Equation_161_90,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_91,6*x**3 + x,tensor(0.2493),-8.072049643725055
Quadratic Equation_161_92,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_93,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_94,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_161_95,x + cosh(x)**2,tensor(0.3210),-3.4747966517091218
Quadratic Equation_161_96,sin(x + 5),tensor(0.2708),-6.253434901119149
Quadratic Equation_161_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_98,x*acos(1/x),tensor(0.),0
Quadratic Equation_161_99,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_100,x - tan(x),tensor(0.2941),-4.762419018894311
Quadratic Equation_161_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bf8ac0>>
Quadratic Equation_161_102,x*tan(2),tensor(0.3083),-4.036056412508463
Quadratic Equation_161_103,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3cca0>>
Quadratic Equation_161_105,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_106,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_107,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da3b760>>
Quadratic Equation_161_109,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_161_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3cb80>>
Quadratic Equation_161_111,1/8,tensor(0.),0
Quadratic Equation_161_112,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_113,x*(x**5 + x),tensor(0.3060),-4.144876942602358
Quadratic Equation_161_114,x**4 + sin(x),tensor(0.2895),-5.021398874597553
Quadratic Equation_161_115,cos(x) + 1,tensor(0.3454),-2.592506498378366
Quadratic Equation_161_116,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_117,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_118,x**2*cos(5),tensor(0.2945),-4.7400236266774165
Quadratic Equation_161_119,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9ee0>>
Quadratic Equation_161_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9790>>
Quadratic Equation_161_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9130>>
Quadratic Equation_161_123,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_124,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_125,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_161_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4610a0>>
Quadratic Equation_161_127,x*(x - 1),tensor(0.3106),-3.927798143166335
Quadratic Equation_162_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69b9d610>>
Quadratic Equation_162_1,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_2,-sinh(x),tensor(0.3006),-4.41445324053202
Quadratic Equation_162_3,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_4,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_5,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_6,x**2,tensor(0.3017),-4.359611987065281
Quadratic Equation_162_7,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_8,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_9,1/acos(x),tensor(0.3067),-4.109276981529403
Quadratic Equation_162_10,atan(x),tensor(0.2843),-5.33510373018456
Quadratic Equation_162_11,sin(x),tensor(0.2839),-5.36168948203037
Quadratic Equation_162_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c158250>>
Quadratic Equation_162_13,2*x + 3,tensor(0.3479),-2.5132820416699766
Quadratic Equation_162_14,x + 8,tensor(0.4404),-0.6144028022614896
Quadratic Equation_162_15,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_16,sqrt(x + 5),tensor(0.3562),-2.265665646820526
Quadratic Equation_162_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac370280>>
Quadratic Equation_162_18,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_19,4*x + 2,tensor(0.2928),-4.835661177302602
Quadratic Equation_162_20,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_21,x**6,tensor(0.2960),-4.6570204578759435
Quadratic Equation_162_22,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_23,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bf8370>>
Quadratic Equation_162_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16ae50>>
Quadratic Equation_162_26,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e695a9ca0>>
Quadratic Equation_162_28,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_29,x + acos(x) + 2,tensor(0.4156),-0.9765075127718899
Quadratic Equation_162_30,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_31,x + cos(x) - 1,tensor(0.2788),-5.692260010514756
Quadratic Equation_162_32,2*x**2*cos(x),tensor(0.3060),-4.1450059918072215
Quadratic Equation_162_33,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_34,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_35,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_36,4*x + cos(x),tensor(0.2704),-6.279969937112527
Quadratic Equation_162_37,x + 1,tensor(0.3081),-4.0413985054779165
Quadratic Equation_162_38,sqrt(x + 2),tensor(0.3272),-3.229125827624517
Quadratic Equation_162_39,x + exp(x) + 2,tensor(0.3516),-2.4013052502105157
Quadratic Equation_162_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9eb0>>
Quadratic Equation_162_41,-exp(x),tensor(0.2699),-6.320928885328204
Quadratic Equation_162_42,2*x + 5,tensor(0.3981),-1.2863994024663876
Quadratic Equation_162_43,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_44,x + 7,tensor(0.4545),-0.43995299337954674
Quadratic Equation_162_45,x + sin(x) + 1,tensor(0.2977),-4.564702994651811
Quadratic Equation_162_46,x*asin(x) + 4*x,tensor(0.2640),-6.773489384688553
Quadratic Equation_162_47,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_162_48,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_162_49,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_50,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76381610>>
Quadratic Equation_162_52,cos(x + 2),tensor(0.2892),-5.043096528324434
Quadratic Equation_162_53,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ba3bb0>>
Quadratic Equation_162_55,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_162_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ba3a00>>
Quadratic Equation_162_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6935f8e0>>
Quadratic Equation_162_58,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_59,cos(x + 1),tensor(0.3105),-3.9313603825225334
Quadratic Equation_162_60,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_61,-4*x**2,tensor(0.2552),-7.5206247453412445
Quadratic Equation_162_62,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_63,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a355b0>>
Quadratic Equation_162_65,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_66,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de41e80>>
Quadratic Equation_162_68,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c38e0>>
Quadratic Equation_162_70,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760ee940>>
Quadratic Equation_162_72,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76472460>>
Quadratic Equation_162_74,1,tensor(0.),0
Quadratic Equation_162_75,sqrt(x) + sin(x),tensor(0.),0
Quadratic Equation_162_76,sin(x) + 5,tensor(0.4335),-0.7075118055818381
Quadratic Equation_162_77,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_78,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_79,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76392790>>
Quadratic Equation_162_81,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_82,cos(x) - 1,tensor(0.2870),-5.169142923153797
Quadratic Equation_162_83,tan(x) + 5,tensor(0.4205),-0.8996627474984018
Quadratic Equation_162_84,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764fe490>>
Quadratic Equation_162_86,x**2*cosh(1),tensor(0.3072),-4.087359453929046
Quadratic Equation_162_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90172a60>>
Quadratic Equation_162_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696f82b0>>
Quadratic Equation_162_89,x,tensor(0.2830),-5.416330151725984
Quadratic Equation_162_90,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bf8130>>
Quadratic Equation_162_92,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_93,5*exp(acos(x)),tensor(0.0861),-111.80543977292074
Quadratic Equation_162_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac335f10>>
Quadratic Equation_162_95,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_96,sin(x) + 4,tensor(0.4029),-1.195666925120113
Quadratic Equation_162_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bf8100>>
Quadratic Equation_162_99,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_100,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69373ac0>>
Quadratic Equation_162_102,2,tensor(0.),0
Quadratic Equation_162_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69725640>>
Quadratic Equation_162_104,x**4 + 4,tensor(0.4390),-0.6325387824556075
Quadratic Equation_162_105,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_106,x + 5*cos(x),tensor(0.3969),-1.3082045331043979
Quadratic Equation_162_107,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_108,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_109,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_162_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698bc1c0>>
Quadratic Equation_162_111,x**4 + 1,tensor(0.3267),-3.2480107251005608
Quadratic Equation_162_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e693da580>>
Quadratic Equation_162_113,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_162_114,x**2*sin(5),tensor(0.2824),-5.457378145379413
Quadratic Equation_162_115,3 - x,tensor(0.4097),-1.0751777187445368
Quadratic Equation_162_116,x**2*acos(x),tensor(0.3144),-3.7531071182386686
Quadratic Equation_162_117,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_118,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_119,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_120,sin(x) + 5,tensor(0.4335),-0.7075118055818381
Quadratic Equation_162_121,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_162_122,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_162_123,6*x**2,tensor(0.3523),-2.3792704461955894
Quadratic Equation_162_124,2*x + atan(x),tensor(0.2664),-6.585439678117364
Quadratic Equation_162_125,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_162_126,log(x + 1),tensor(0.2709),-6.242478667864497
Quadratic Equation_162_127,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfae80>>
Quadratic Equation_163_1,x + sin(x) + 2,tensor(0.3228),-3.3993268505676566
Quadratic Equation_163_2,x + 4,tensor(0.4003),-1.2446448139880113
Quadratic Equation_163_3,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_4,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_5,3*tan(x),tensor(0.2572),-7.342190617168004
Quadratic Equation_163_6,6*pi,tensor(0.),0
Quadratic Equation_163_7,x + sin(x) + 2,tensor(0.3228),-3.3993268505676566
Quadratic Equation_163_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da12d00>>
Quadratic Equation_163_9,tan(x) + 1,tensor(0.3048),-4.202434904488156
Quadratic Equation_163_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1b03a0>>
Quadratic Equation_163_11,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_13,-sin(x),tensor(0.2990),-4.497055541135679
Quadratic Equation_163_14,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_15,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_163_16,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_17,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_163_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc0e4fa0>>
Quadratic Equation_163_19,4*x**3/3,tensor(0.2846),-5.320532542072324
Quadratic Equation_163_20,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
