 Nguyen-2_0_0,2*asin(x) + atanh(x),tensor(0.4083),-1.0999443294539586
 Nguyen-2_123_11,x**2*log(4),tensor(0.5306),0.21734067638584398
 Nguyen-2_123_12,x + 3,tensor(0.3075),-4.070791490636794
 Nguyen-2_123_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c18f130>>
 Nguyen-2_123_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68cac610>>
 Nguyen-2_123_15,-1/x,tensor(0.1649),-24.63228489202951
 Nguyen-2_123_16,x**3*acosh(x),tensor(0.),0
 Nguyen-2_123_17,x + sin(x),tensor(0.5628),0.39657388510876745
 Nguyen-2_123_18,log(x*(x + 1)),tensor(0.),0
 Nguyen-2_123_19,x*atanh(x + 1),tensor(0.),0
 Nguyen-2_123_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f63a90>>
 Nguyen-2_123_21,exp(x + 4),tensor(0.0159),-3832.97821173418
 Nguyen-2_123_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763761f0>>
 Nguyen-2_123_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd65ac0>>
 Nguyen-2_123_24,tanh(x)**2,tensor(0.5110),0.08390757618302724
 Nguyen-2_123_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697aaa00>>
 Nguyen-2_123_26,log(x + 1),tensor(0.4653),-0.3206400789170225
 Nguyen-2_123_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfda9d0>>
 Nguyen-2_123_28,x**2*log(4),tensor(0.5306),0.21734067638584398
 Nguyen-2_123_29,cos(3)/x**2,tensor(0.0122),-6596.449278484434
 Nguyen-2_123_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db82340>>
 Nguyen-2_123_31,x + (x + 2)**3,tensor(0.0910),-98.88813521699751
 Nguyen-2_123_32,sin(x) + cos(x),tensor(0.5635),0.4001128074808701
 Nguyen-2_123_33,x*(x**2 + x)**3,tensor(0.6193),0.6220305110807895
 Nguyen-2_123_34,x + cos(x),tensor(0.5730),0.44480099934865325
 Nguyen-2_123_35,2*x**2 + sin(x),tensor(0.6908),0.799594998215917
 Nguyen-2_123_36,x*(x + 6),tensor(0.2935),-4.793276968761646
 Nguyen-2_123_37,(x + 1)**3,tensor(0.3820),-1.6177563759187135
 Nguyen-2_123_38,4*acos(x),tensor(0.1341),-40.714668101923806
 Nguyen-2_123_39,x*(x + 5) + x,tensor(0.2935),-4.793276968761646
 Nguyen-2_123_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c3db80>>
 Nguyen-2_123_41,cos(2*x + 4),tensor(0.5315),0.22291392508865837
 Nguyen-2_123_42,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_123_43,x*(2*x + 2),tensor(0.7934),0.9322282584440574
 Nguyen-2_123_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0d64c0>>
 Nguyen-2_123_45,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_123_46,5*x**2*log(x),tensor(0.),0
 Nguyen-2_123_47,exp(2*x + 4),tensor(0.0080),-15209.668878541266
 Nguyen-2_123_48,log(x/(x + 4)),tensor(0.),0
 Nguyen-2_123_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901a00d0>>
 Nguyen-2_123_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f326a0>>
 Nguyen-2_123_51,4*x**2 + sin(x),tensor(0.4838),-0.13850551802127775
 Nguyen-2_123_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69887e50>>
 Nguyen-2_123_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7f70>>
 Nguyen-2_123_54,x*cos(x) - log(cos(x)),tensor(0.5938),0.5319836648915515
 Nguyen-2_123_55,x**2 - 2*sin(2*x),tensor(0.3058),-4.155788757560098
 Nguyen-2_123_56,2*x + 2,tensor(0.4301),-0.7557490550201218
 Nguyen-2_123_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f63a00>>
 Nguyen-2_123_58,4*x + log(x),tensor(0.),0
 Nguyen-2_123_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1b7d60>>
 Nguyen-2_123_60,5*log(x),tensor(0.),0
 Nguyen-2_123_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d430>>
 Nguyen-2_123_62,-x**4 + x + 2,tensor(0.4243),-0.8403705944567925
 Nguyen-2_123_63,sin(2*x),tensor(0.5580),0.37233720557538375
 Nguyen-2_123_64,-2*sin(x + 4),tensor(0.5147),0.1107516465412719
 Nguyen-2_123_65,x**2*(4*x + 3),tensor(0.5549),0.35659343152484224
 Nguyen-2_123_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c04520>>
 Nguyen-2_123_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901372e0>>
 Nguyen-2_123_68,x*tan(3) + x,tensor(0.5529),0.34584603180313167
 Nguyen-2_123_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e764fb100>>
 Nguyen-2_123_70,-2*x,tensor(0.3323),-3.036613363278116
 Nguyen-2_123_71,-x + log(x + 1),tensor(0.4428),-0.5828665049254429
 Nguyen-2_123_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90137640>>
 Nguyen-2_123_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90137b20>>
 Nguyen-2_123_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685773d0>>
 Nguyen-2_123_75,x*(-x**2 + x) + x,tensor(0.5699),0.4306688542007442
 Nguyen-2_123_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0670>>
 Nguyen-2_123_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfda820>>
 Nguyen-2_123_78,exp(2*x),tensor(0.4346),-0.6928485644290525
 Nguyen-2_123_79,x**2 - log(cos(x)),tensor(0.5316),0.2235086151756963
 Nguyen-2_123_80,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_123_81,(x**3 + x)**4,tensor(0.2462),-8.372863284156724
 Nguyen-2_123_82,5*x**2 - 5*x,tensor(0.2019),-14.633476742092185
 Nguyen-2_123_83,x*(x - 3),tensor(0.2876),-5.135658877145707
 Nguyen-2_123_84,3*x*asinh(x),tensor(0.4938),-0.05126721153386837
 Nguyen-2_123_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770c70>>
 Nguyen-2_123_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac430040>>
 Nguyen-2_123_87,x**2/(x + 7),tensor(0.4865),-0.11366265996915637
 Nguyen-2_123_88,x**2 + x + 1,tensor(0.5444),0.29958918762712106
 Nguyen-2_123_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd4a7f0>>
 Nguyen-2_123_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd4a550>>
 Nguyen-2_123_91,cos(x + 2),tensor(0.3960),-1.3264190333213328
 Nguyen-2_123_92,2/cos(x),tensor(0.3336),-2.9915909083707772
 Nguyen-2_123_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32e80>>
 Nguyen-2_123_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69748160>>
 Nguyen-2_123_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69748400>>
 Nguyen-2_123_96,sinh(x)*cosh(x),tensor(0.5827),0.4870556819451034
 Nguyen-2_123_97,x*(x + cos(1)),tensor(0.6066),0.5793710699138466
 Nguyen-2_123_98,exp(x + 2),tensor(0.1154),-57.7868231762136
 Nguyen-2_123_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac430370>>
 Nguyen-2_123_100,x**2 + 2*x + sin(x),tensor(0.5555),0.3594697041583327
 Nguyen-2_123_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68cacc40>>
 Nguyen-2_123_102,x + atanh(x + 1),tensor(0.),0
 Nguyen-2_123_103,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_123_104,3*cos(x),tensor(0.3170),-3.64341543015542
 Nguyen-2_123_105,log(2*x**2),tensor(0.3499),-2.4509843010221166
 Nguyen-2_123_106,x + log(x + 1),tensor(0.4388),-0.6358210621295222
 Nguyen-2_123_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa730>>
 Nguyen-2_123_108,x + atanh(x)/x,tensor(0.5714),0.43724342663885085
 Nguyen-2_123_109,x*(x + sin(x) + 1),tensor(0.7220),0.8517959386602809
 Nguyen-2_123_110,log(x)**2,tensor(0.),0
 Nguyen-2_123_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec134640>>
 Nguyen-2_123_112,3*x + 3,tensor(0.3118),-3.8738966919623614
 Nguyen-2_123_113,x*(2*x**2 + x),tensor(0.7207),0.8498868514345731
 Nguyen-2_123_114,2*sin(x),tensor(0.5651),0.40794380736768165
 Nguyen-2_123_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b94c0>>
 Nguyen-2_123_116,2*x**2 + x,tensor(0.7168),0.8439069612587473
 Nguyen-2_123_117,x*(x**4 + x) + x,tensor(0.7578),0.8978341162980062
 Nguyen-2_123_118,x + sinh(3*x),tensor(0.2209),-11.435479797421753
 Nguyen-2_123_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68e24eb0>>
 Nguyen-2_123_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6976c070>>
 Nguyen-2_123_121,-2/tan(x),tensor(0.0942),-91.46214942590274
 Nguyen-2_123_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f09d0>>
 Nguyen-2_123_123,6*x**2,tensor(0.3261),-3.271060529351975
 Nguyen-2_123_124,x**3*exp(x),tensor(0.6551),0.7227229029411868
 Nguyen-2_123_125,2*x**3,tensor(0.5769),0.46191257225036364
 Nguyen-2_123_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac50eee0>>
 Nguyen-2_123_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12d430>>
 Nguyen-2_124_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1aa1f0>>
 Nguyen-2_124_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76376040>>
 Nguyen-2_124_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dad9f40>>
 Nguyen-2_124_3,x*(x + cos(1)),tensor(0.6066),0.5793710699138466
 Nguyen-2_124_4,x*exp(2),tensor(0.2347),-9.627409403709814
 Nguyen-2_124_5,3*x**4 + 2*x,tensor(0.7293),0.8622777251314364
 Nguyen-2_124_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f02b0>>
 Nguyen-2_124_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765f4160>>
 Nguyen-2_124_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763cc3d0>>
 Nguyen-2_124_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763ccee0>>
 Nguyen-2_124_10,x + cos(2*x),tensor(0.5136),0.1030575516372576
 Nguyen-2_124_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763cc3a0>>
 Nguyen-2_124_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c18f160>>
 Nguyen-2_124_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c3deb0>>
 Nguyen-2_124_14,x/(x + 2),tensor(0.5066),0.05170977951088318
 Nguyen-2_124_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec0d6490>>
 Nguyen-2_124_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698362e0>>
 Nguyen-2_124_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfc6ca0>>
 Nguyen-2_124_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770520>>
 Nguyen-2_124_19,3*x + 8,tensor(0.1331),-41.45344861709806
 Nguyen-2_124_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901377c0>>
 Nguyen-2_124_21,x + 3*atanh(x),tensor(0.3081),-4.044521019158283
 Nguyen-2_124_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68577400>>
 Nguyen-2_124_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68cacc10>>
 Nguyen-2_124_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687700d0>>
 Nguyen-2_124_25,3*x**3 + 3*x,tensor(0.3408),-2.7407674359379373
 Nguyen-2_124_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0b27c0>>
 Nguyen-2_124_27,x*asin(x)**3,tensor(0.5328),0.23122789082455109
 Nguyen-2_124_28,3*x**3 - 3*x,tensor(0.3813),-1.6334750826751403
 Nguyen-2_124_29,x*sin(x + 2),tensor(0.5009),0.0071870175076828025
 Nguyen-2_124_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c100910>>
 Nguyen-2_124_31,x*exp(2*x + 4),tensor(0.0099),-9979.614265084012
 Nguyen-2_124_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68de56d0>>
 Nguyen-2_124_33,sin(2*x + 3),tensor(0.3761),-1.751162791964842
 Nguyen-2_124_34,1/sin(x),tensor(0.1763),-20.82620434224521
 Nguyen-2_124_35,3*x + 2,tensor(0.4095),-1.0791345378277635
 Nguyen-2_124_36,2*x**4 + x*cos(x),tensor(0.6573),0.72819912788157
 Nguyen-2_124_37,3*tanh(x),tensor(0.5124),0.09427702754504486
 Nguyen-2_124_38,4*x**4 + 2*x,tensor(0.6257),0.6422624054011472
 Nguyen-2_124_39,6*x**2 - 5*x,tensor(0.1940),-16.26639245810521
 Nguyen-2_124_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7dc0>>
 Nguyen-2_124_41,x*(sin(1) + 2),tensor(0.4905),-0.07877043187398836
 Nguyen-2_124_42,4*x + sin(x),tensor(0.3351),-2.9375418153711403
 Nguyen-2_124_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc36e20>>
 Nguyen-2_124_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec074c10>>
 Nguyen-2_124_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763359a0>>
 Nguyen-2_124_46,-x**2,tensor(0.4224),-0.8693745945129236
 Nguyen-2_124_47,x*(x + 2),tensor(0.7072),0.8286273863879683
 Nguyen-2_124_48,x**2 + x + 8,tensor(0.1259),-47.20143131884162
 Nguyen-2_124_49,2*x*sinh(x),tensor(0.5186),0.13805828304390677
 Nguyen-2_124_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e763ce520>>
 Nguyen-2_124_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69bb4190>>
 Nguyen-2_124_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901375b0>>
 Nguyen-2_124_53,2*x**4,tensor(0.5378),0.2612054496775552
 Nguyen-2_124_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1ad640>>
 Nguyen-2_124_55,2*x + cos(1),tensor(0.6434),0.6929402250289646
 Nguyen-2_124_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7bb0>>
 Nguyen-2_124_57,(x + 2)**2,tensor(0.2267),-10.63623936210111
 Nguyen-2_124_58,2*x**2 + x,tensor(0.7168),0.8439069612587473
 Nguyen-2_124_59,(x - 6)*exp(x),tensor(0.1230),-49.858843962721956
 Nguyen-2_124_60,5*log(x),tensor(0.),0
 Nguyen-2_124_61,cos(4*x),tensor(0.4028),-1.1985644827812165
 Nguyen-2_124_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa8b0>>
 Nguyen-2_124_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c3dc40>>
 Nguyen-2_124_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4b8b0>>
 Nguyen-2_124_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4bf70>>
 Nguyen-2_124_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4ba30>>
 Nguyen-2_124_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4b250>>
 Nguyen-2_124_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ded61f0>>
 Nguyen-2_124_69,x*log(2*x),tensor(0.),0
 Nguyen-2_124_70,1/cos(x),tensor(0.4659),-0.3140648232467447
 Nguyen-2_124_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25ddc0>>
 Nguyen-2_124_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25d850>>
 Nguyen-2_124_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25dee0>>
 Nguyen-2_124_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac25dc10>>
 Nguyen-2_124_75,x + sinh(x),tensor(0.5542),0.3531877179744919
 Nguyen-2_124_76,x + cos(1),tensor(0.6228),0.6332466520843187
 Nguyen-2_124_77,x + log(5*x),tensor(0.),0
 Nguyen-2_124_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc1f0970>>
 Nguyen-2_124_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddfa6a0>>
 Nguyen-2_124_80,sin(3*x),tensor(0.5174),0.13002143920539744
 Nguyen-2_124_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770d00>>
 Nguyen-2_124_82,x + 7,tensor(0.1482),-32.052034297092185
 Nguyen-2_124_83,x - exp(-x),tensor(0.3610),-2.133022395508102
 Nguyen-2_124_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f338e0>>
 Nguyen-2_124_85,5*x,tensor(0.3300),-3.1222683638667474
 Nguyen-2_124_86,x + cos(log(x)),tensor(0.),0
 Nguyen-2_124_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7760>>
 Nguyen-2_124_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69748cd0>>
 Nguyen-2_124_89,log(2*x),tensor(0.),0
 Nguyen-2_124_90,x + exp(x),tensor(0.6016),0.5613425925919495
 Nguyen-2_124_91,2*x*exp(x),tensor(0.6368),0.6745759183252582
 Nguyen-2_124_92,x*(2*x - 1),tensor(0.4103),-1.0649578607746317
 Nguyen-2_124_93,x*(4 - x),tensor(0.3559),-2.274250579258495
 Nguyen-2_124_94,x*(x + sin(x)) + x,tensor(0.7220),0.8517959386602809
 Nguyen-2_124_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6d9ca370>>
 Nguyen-2_124_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6898a2b0>>
 Nguyen-2_124_97,x**2 + x/(x + 2),tensor(0.5944),0.5344337344372652
 Nguyen-2_124_98,2*x*(x + exp(x)),tensor(0.4685),-0.286698538377794
 Nguyen-2_124_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db25730>>
 Nguyen-2_124_100,2*x**2 + 5*x,tensor(0.3562),-2.267252305325531
 Nguyen-2_124_101,x*(x**2 + x + 1),tensor(0.7641),0.9047134744252519
 Nguyen-2_124_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc2ec10>>
 Nguyen-2_124_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac430250>>
 Nguyen-2_124_104,sin(4*x + 1),tensor(0.4091),-1.0858342418256712
 Nguyen-2_124_105,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_124_106,x*(x**2 + 1),tensor(0.5824),0.4858553303518257
 Nguyen-2_124_107,sin(x) + cos(x),tensor(0.5635),0.4001128074808701
 Nguyen-2_124_108,log(2*x),tensor(0.),0
 Nguyen-2_124_109,x*(3*x**3 + x) + x,tensor(0.5807),0.4784295788751417
 Nguyen-2_124_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc2eb80>>
 Nguyen-2_124_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760e80d0>>
 Nguyen-2_124_112,x**4 + x + 1,tensor(0.5773),0.4637011495862611
 Nguyen-2_124_113,x*tan(3),tensor(0.4671),-0.3016323788921864
 Nguyen-2_124_114,x + 2,tensor(0.4136),-1.0097709814334004
 Nguyen-2_124_115,3*x**2 + x + 2,tensor(0.3025),-4.314249409351895
 Nguyen-2_124_116,x**4 + 3*x,tensor(0.5218),0.1603403712982856
 Nguyen-2_124_117,sin(x) + acosh(x),tensor(0.),0
 Nguyen-2_124_118,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_124_119,3*x**2 + 3*x,tensor(0.5360),0.25088074447839803
 Nguyen-2_124_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1b7ee0>>
 Nguyen-2_124_121,x**2*exp(x),tensor(0.6622),0.739791835631056
 Nguyen-2_124_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec1341c0>>
 Nguyen-2_124_123,x*(x**3 + x),tensor(0.5346),0.24226137067291187
 Nguyen-2_124_124,x**2*(x + tan(x)),tensor(0.5764),0.45976263923627025
 Nguyen-2_124_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c3db50>>
 Nguyen-2_124_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c3d5e0>>
 Nguyen-2_124_127,x*(4*x + 1),tensor(0.4895),-0.087872431189564
 Nguyen-2_125_0,cos(x + 3),tensor(0.3972),-1.3025322267129287
 Nguyen-2_125_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765f4910>>
 Nguyen-2_125_2,2*x - exp(x),tensor(0.3677),-1.9569350937791352
 Nguyen-2_125_3,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_125_4,x*(-x**2 + x),tensor(0.4470),-0.5309221261916246
 Nguyen-2_125_5,x**2*(x**3 + x),tensor(0.5678),0.4205239098306691
 Nguyen-2_125_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eb7340>>
 Nguyen-2_125_7,x**3 + 2,tensor(0.3974),-1.299767930049235
 Nguyen-2_125_8,14*x*log(x),tensor(0.),0
 Nguyen-2_125_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686a1ee0>>
 Nguyen-2_125_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c3ca0>>
 Nguyen-2_125_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0c3970>>
 Nguyen-2_125_12,3*x**2 + 3*x,tensor(0.5360),0.25088074447839803
 Nguyen-2_125_13,3*x*(x + 2),tensor(0.2984),-4.529985458192706
 Nguyen-2_125_14,x*(-x*exp(x) + x),tensor(0.4022),-1.2097250763230747
 Nguyen-2_125_15,1/sin(x),tensor(0.1763),-20.82620434224521
 Nguyen-2_125_16,sin(3*x),tensor(0.5174),0.13002143920539744
 Nguyen-2_125_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac50e160>>
 Nguyen-2_125_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69836c10>>
 Nguyen-2_125_19,log(x**2),tensor(0.3015),-4.366201559330206
 Nguyen-2_125_20,-x - 1,tensor(0.3417),-2.7104969308912295
 Nguyen-2_125_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c18fa60>>
 Nguyen-2_125_22,exp(x + 4),tensor(0.0159),-3832.97821173418
 Nguyen-2_125_23,2*x**2*exp(-1),tensor(0.5155),0.11651425380229818
 Nguyen-2_125_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6898abe0>>
 Nguyen-2_125_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6898ab80>>
 Nguyen-2_125_26,(x + 2)**3,tensor(0.0933),-93.544982747803
 Nguyen-2_125_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6df3cb80>>
 Nguyen-2_125_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6db827c0>>
 Nguyen-2_125_29,-x**2 + sin(x),tensor(0.4590),-0.38931275422744216
 Nguyen-2_125_30,2*x - cos(x),tensor(0.4214),-0.8849284276672458
 Nguyen-2_125_31,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_125_32,x*(-x**2 + x - 1),tensor(0.3634),-2.069920515804913
 Nguyen-2_125_33,3*x*exp(x),tensor(0.4214),-0.8850201967803002
 Nguyen-2_125_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac1adeb0>>
 Nguyen-2_125_35,sin(2*x),tensor(0.5580),0.37233720557538375
 Nguyen-2_125_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0b2be0>>
 Nguyen-2_125_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f63880>>
 Nguyen-2_125_38,x**2 + x + 4,tensor(0.2269),-10.615694567645821
 Nguyen-2_125_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f322e0>>
 Nguyen-2_125_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32d30>>
 Nguyen-2_125_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f32ee0>>
 Nguyen-2_125_42,-x*log(x**2),tensor(0.5052),0.040686405426646144
 Nguyen-2_125_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4d3f40>>
 Nguyen-2_125_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76376460>>
 Nguyen-2_125_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76376430>>
 Nguyen-2_125_46,x**2*cos(1) + x,tensor(0.6283),0.649939192764002
