Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_24_55,5*sinh(x),tensor(0.1201),-52.71594373195178
Absolute Value_24_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94073700>>
Absolute Value_24_57,x*tanh(2),tensor(0.2017),-14.670227445998838
Absolute Value_24_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ef160>>
Absolute Value_24_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c083100>>
Absolute Value_24_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94051430>>
Absolute Value_24_61,x*log(x) - 4*x,tensor(0.),0
Absolute Value_24_62,x**2/(x**2 + x),tensor(0.0012),-676938.8815511013
Absolute Value_24_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2753a6d0>>
Absolute Value_24_64,atan(3*x),tensor(0.1886),-17.49760325947434
Absolute Value_24_65,exp(x) + cos(x),tensor(0.1212),-51.58614267894881
Absolute Value_24_66,sin(2*x + 5),tensor(0.2439),-8.61347809809653
Absolute Value_24_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94108100>>
Absolute Value_24_68,x**2*asinh(2),tensor(0.1831),-18.91389702060288
Absolute Value_24_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27629a00>>
Absolute Value_24_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27629280>>
Absolute Value_24_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94170ac0>>
Absolute Value_24_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94170160>>
Absolute Value_24_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941708e0>>
Absolute Value_24_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c07aa30>>
Absolute Value_24_75,2*x + sqrt(x + 1),tensor(0.1393),-37.18330819514099
Absolute Value_24_76,x*tanh(1) + x,tensor(0.1853),-18.32815906163337
Absolute Value_24_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94108640>>
Absolute Value_24_78,x**2*sin(1),tensor(0.1966),-15.704520051140783
Absolute Value_24_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276298e0>>
Absolute Value_24_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ef6d0>>
Absolute Value_24_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc173fa0>>
Absolute Value_24_82,x**2 - sin(x),tensor(0.1967),-15.682517878293268
Absolute Value_24_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc173550>>
Absolute Value_24_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b0400>>
Absolute Value_24_85,x*(x + sin(x) + 1),tensor(0.1656),-24.40093114539708
Absolute Value_24_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17be80>>
Absolute Value_24_87,3*log(x),tensor(0.),0
Absolute Value_24_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0fb670>>
Absolute Value_24_89,4*x**6,tensor(0.1715),-22.322763089496547
Absolute Value_24_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c07a2b0>>
Absolute Value_24_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198550>>
Absolute Value_24_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198610>>
Absolute Value_24_93,5*x**2,tensor(0.1264),-46.73219731153031
Absolute Value_24_94,2*x**3,tensor(0.1957),-15.887265647210281
Absolute Value_24_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0504f0>>
Absolute Value_24_96,2*x**2,tensor(0.1717),-22.265487096303602
Absolute Value_24_97,x + log(x) + sin(x),tensor(0.),0
Absolute Value_24_98,4*x**4 + 3*x,tensor(0.1337),-40.94885208736979
Absolute Value_24_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481777f0>>
Absolute Value_24_100,x - sinh(x),tensor(0.2187),-11.767877139929329
Absolute Value_24_101,asinh(x + 3),tensor(0.1296),-44.08921878117151
Absolute Value_24_102,x**2/24,tensor(0.2164),-12.113818240880125
Absolute Value_24_103,x**(3/2),tensor(0.),0
Absolute Value_24_104,x + cos(2*x),tensor(0.1739),-21.57330960312109
Absolute Value_24_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c105bb0>>
Absolute Value_24_106,x**4 + 5*x,tensor(0.1241),-48.809920142780676
Absolute Value_24_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7ee0>>
Absolute Value_24_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7fa0>>
Absolute Value_24_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d78e0>>
Absolute Value_24_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d75e0>>
Absolute Value_24_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7130>>
Absolute Value_24_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7f70>>
Absolute Value_24_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7ca0>>
Absolute Value_24_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7310>>
Absolute Value_24_115,4*x/5,tensor(0.2048),-14.075730056843673
Absolute Value_24_116,-x**2 + 2*x,tensor(0.1934),-16.39077941013182
Absolute Value_24_117,2*x*(x**2 + x),tensor(0.1612),-26.08862940350523
Absolute Value_24_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941e2b80>>
Absolute Value_24_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40120370>>
Absolute Value_24_120,x*(x + 1)**3,tensor(0.1254),-47.64770361477061
Absolute Value_24_121,8*x**5/5,tensor(0.2057),-13.911183857302381
Absolute Value_24_122,6*x**2,tensor(0.1158),-57.28513679518124
Absolute Value_24_123,5*x + cos(x),tensor(0.1149),-58.33873421039403
Absolute Value_24_124,x*exp(-x),tensor(0.2133),-12.609132690491858
Absolute Value_24_125,x**2/(x + 1),tensor(0.0012),-677007.937354864
Absolute Value_24_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941ed9d0>>
Absolute Value_24_127,(2 - x)**2,tensor(0.0801),-130.80034432461676
Absolute Value_25_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941087f0>>
Absolute Value_25_1,x + cos(x) + 4,tensor(0.0768),-143.6088078609433
Absolute Value_25_2,x**2*exp(x) + 2*x,tensor(0.1515),-30.370844919792987
Absolute Value_25_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0e4760>>
Absolute Value_25_4,x*acos(x),tensor(0.2071),-13.666142502140705
Absolute Value_25_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198490>>
Absolute Value_25_6,x**2/2 + x + cosh(x),tensor(0.1404),-36.48424620448427
Absolute Value_25_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941cc0a0>>
Absolute Value_25_8,x + 2*sin(x),tensor(0.1638),-25.05859914246751
Absolute Value_25_9,3*x**2/2,tensor(0.1819),-19.236551178142534
Absolute Value_25_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941975b0>>
Absolute Value_25_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197a30>>
Absolute Value_25_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404ab20>>
Absolute Value_25_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404ad00>>
Absolute Value_25_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404ad90>>
Absolute Value_25_15,2/9,tensor(0.),0
Absolute Value_25_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941084f0>>
Absolute Value_25_17,5*x*(x + 1),tensor(0.1000),-80.00370901072014
Absolute Value_25_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc08f820>>
Absolute Value_25_19,x*sinh(x) + x + 1,tensor(0.1395),-37.065113315321305
Absolute Value_25_20,atan(3*x),tensor(0.1886),-17.49760325947434
Absolute Value_25_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2754df40>>
Absolute Value_25_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d276fc040>>
Absolute Value_25_23,cos(2*x + 2),tensor(0.2392),-9.121693618231312
Absolute Value_25_24,3*x + pi,tensor(0.0933),-93.44779824283405
Absolute Value_25_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941b1820>>
Absolute Value_25_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc09ceb0>>
Absolute Value_25_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941e2af0>>
Absolute Value_25_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16d0d0>>
Absolute Value_25_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16db50>>
Absolute Value_25_30,x**3*exp(3),tensor(0.0649),-206.6248837905072
Absolute Value_25_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09bca0>>
Absolute Value_25_32,6*x**3 + x,tensor(0.1296),-44.066569859756896
Absolute Value_25_33,x - log(cos(x)),tensor(0.1898),-17.21012231647504
Absolute Value_25_34,2*x + 64,tensor(0.0086),-13158.469778870012
Absolute Value_25_35,x*(x**3 + x + cos(x)),tensor(0.1729),-21.87757510265946
Absolute Value_25_36,x + (x + 1)**3,tensor(0.1005),-79.13864291977235
Absolute Value_25_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ea610>>
Absolute Value_25_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1430d0>>
Absolute Value_25_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b77f0>>
Absolute Value_25_40,2*x**4,tensor(0.1866),-18.007944245781285
Absolute Value_25_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2754d9a0>>
Absolute Value_25_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0452e0>>
Absolute Value_25_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05f4f0>>
Absolute Value_25_44,exp(x) + tan(x),tensor(0.1347),-40.2453636687974
Absolute Value_25_45,tan(x) + asin(x),tensor(0.1706),-22.649902586117932
Absolute Value_25_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0d9fd0>>
Absolute Value_25_47,x + 2,tensor(0.1220),-50.791081930363376
Absolute Value_25_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16dd60>>
Absolute Value_25_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776b8e0>>
Absolute Value_25_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776ba00>>
Absolute Value_25_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941732e0>>
Absolute Value_25_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94173430>>
Absolute Value_25_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b790>>
Absolute Value_25_54,x*(322 - x),tensor(0.0031),-104347.4937677118
Absolute Value_25_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c0be220>>
Absolute Value_25_56,x + sin(1),tensor(0.1589),-27.001055208725873
Absolute Value_25_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2753b700>>
Absolute Value_25_58,x**2 + cos(x),tensor(0.1517),-30.28123442954364
Absolute Value_25_59,9*cosh(x),tensor(0.0435),-482.47419463040507
Absolute Value_25_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d22fe29d0>>
Absolute Value_25_61,exp(x),tensor(0.1456),-33.459435527330214
Absolute Value_25_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b7520>>
Absolute Value_25_63,-2*x**2 + x,tensor(0.2370),-9.367776229998796
Absolute Value_25_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f54f0>>
Absolute Value_25_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404aac0>>
Absolute Value_25_66,2*x**3*(x + 5),tensor(0.1052),-71.41975051494282
Absolute Value_25_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09c220>>
Absolute Value_25_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc17b940>>
Absolute Value_25_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941214c0>>
Absolute Value_25_70,-sin(x),tensor(0.2234),-11.08619177073644
Absolute Value_25_71,3*sin(x),tensor(0.1657),-24.355661746824847
Absolute Value_25_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9412cfd0>>
Absolute Value_25_73,x*tan(x)**4,tensor(0.1781),-20.283773330882386
Absolute Value_25_74,x**2 - cos(x),tensor(0.2595),-7.140427544480465
Absolute Value_25_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4021d670>>
Absolute Value_25_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18e430>>
Absolute Value_25_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc18efd0>>
Absolute Value_25_78,x**3*acos(x),tensor(0.2143),-12.445481218568895
Absolute Value_25_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94121700>>
Absolute Value_25_80,sinh(2*x + 1),tensor(0.0990),-81.84559759808032
Absolute Value_25_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b4eb0>>
Absolute Value_25_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94096dc0>>
Absolute Value_25_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941b1400>>
Absolute Value_25_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941b1460>>
Absolute Value_25_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940e51f0>>
Absolute Value_25_86,5*asinh(x),tensor(0.1325),-41.83079259983966
Absolute Value_25_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7fd0>>
Absolute Value_25_88,(x - 3)**2,tensor(0.0467),-416.38828056921636
Absolute Value_25_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f3d90>>
Absolute Value_25_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc069fd0>>
Absolute Value_25_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94176520>>
Absolute Value_25_92,x**2 + x + tan(x),tensor(0.1617),-25.896390505263085
Absolute Value_25_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0754f0>>
Absolute Value_25_94,-3*x**2,tensor(0.2823),-5.4613308566792815
Absolute Value_25_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d30d0>>
Absolute Value_25_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940e5790>>
Absolute Value_25_97,x,tensor(0.2010),-14.807802420438376
Absolute Value_25_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941b1100>>
Absolute Value_25_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4025bf10>>
Absolute Value_25_100,exp(x)*atan(x),tensor(0.1809),-19.50591749453793
Absolute Value_25_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401a9160>>
Absolute Value_25_102,x**2*tan(1),tensor(0.1807),-19.569091596867622
Absolute Value_25_103,x*exp(x - 2),tensor(0.2114),-12.915742908041224
Absolute Value_25_104,x*(x + sin(x)),tensor(0.1737),-21.619185160955066
Absolute Value_25_105,2*x + sqrt(5),tensor(0.1124),-61.33659593527973
Absolute Value_25_106,x + 1/(x + 6),tensor(0.1916),-16.79508930683703
Absolute Value_25_107,sqrt(x) + sin(x),tensor(0.),0
Absolute Value_25_108,6*x**2 + 6*x,tensor(0.0893),-102.96457013678652
Absolute Value_25_109,log(x + 5),tensor(0.1360),-39.36592532584289
Absolute Value_25_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1efca0>>
Absolute Value_25_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b1c0>>
Absolute Value_25_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776b970>>
Absolute Value_25_113,2*x*(x + 4),tensor(0.0903),-100.50522141225656
Absolute Value_25_114,x + asinh(x + 1),tensor(0.1523),-30.0009457462448
Absolute Value_25_115,x*tan(1),tensor(0.1896),-17.270475377261395
Absolute Value_25_116,2*x**2,tensor(0.1717),-22.265487096303602
Absolute Value_25_117,asin(x + 5),tensor(0.),0
Absolute Value_25_118,exp(x) + 2,tensor(0.0980),-83.62007973917757
Absolute Value_25_119,-x**2 - x,tensor(0.2533),-7.686256197405511
Absolute Value_25_120,-1,tensor(0.),0
Absolute Value_25_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0d9a90>>
Absolute Value_25_122,sin(x + 4),tensor(0.2940),-4.768707779671884
Absolute Value_25_123,x*(x + 1) + 2*x,tensor(0.1503),-30.965428951773855
Absolute Value_25_124,tanh(x + 4) + 1,tensor(0.1249),-48.04646427141327
Absolute Value_25_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f3fa0>>
Absolute Value_25_126,x + acosh(x),tensor(0.),0
Absolute Value_25_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1baeb0>>
Absolute Value_26_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099c70>>
Absolute Value_26_1,1/x,tensor(0.0035),-81791.43134601564
Absolute Value_26_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940737c0>>
Absolute Value_26_3,5*log(x),tensor(0.),0
Absolute Value_26_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc045910>>
Absolute Value_26_5,x + sin(log(x)),tensor(0.),0
Absolute Value_26_6,log(x) + cos(x),tensor(0.),0
Absolute Value_26_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94073250>>
Absolute Value_26_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767ea60>>
Absolute Value_26_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc05c940>>
Absolute Value_26_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480c77c0>>
Absolute Value_26_11,x*(x + sin(x) + 2),tensor(0.1540),-29.183501830154064
Absolute Value_26_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0fc880>>
Absolute Value_26_13,2*x - 2*cosh(x),tensor(0.2420),-8.81040126098578
Absolute Value_26_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc075850>>
Absolute Value_26_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941212e0>>
Absolute Value_26_16,740*x**2,tensor(0.0017),-331142.3487254493
Absolute Value_26_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7250>>
Absolute Value_26_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2776bcd0>>
Absolute Value_26_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138910>>
Absolute Value_26_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c138670>>
Absolute Value_26_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1380d0>>
Absolute Value_26_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1386d0>>
Absolute Value_26_23,x*(x + 5) + x,tensor(0.1108),-63.43099376991238
Absolute Value_26_24,x**3*cos(3),tensor(0.2221),-11.26170652891217
Absolute Value_26_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc065220>>
Absolute Value_26_26,x*(2*x + 5),tensor(0.1168),-56.159135791411956
Absolute Value_26_27,4*log(x),tensor(0.),0
Absolute Value_26_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099e50>>
Absolute Value_26_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402b9f40>>
Absolute Value_26_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941a8c70>>
Absolute Value_26_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f3c40>>
Absolute Value_26_32,5*x + 15,tensor(0.0322),-901.2120783172589
Absolute Value_26_33,2*x**3*(x + 1),tensor(0.1730),-21.858189693124174
Absolute Value_26_34,-5*x**2 + x,tensor(0.2301),-10.197872238996997
Absolute Value_26_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba430>>
Absolute Value_26_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1badf0>>
Absolute Value_26_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1bac10>>
Absolute Value_26_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1ba8e0>>
Absolute Value_26_39,-x + cos(x),tensor(0.1681),-23.4773970024897
Absolute Value_26_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94096c40>>
Absolute Value_26_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404a6a0>>
Absolute Value_26_42,x**3*(x + tan(x)),tensor(0.1811),-19.43774660918721
Absolute Value_26_43,2*x*(sqrt(x) + x),tensor(0.),0
Absolute Value_26_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9406b5b0>>
Absolute Value_26_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1cbcd0>>
Absolute Value_26_46,285*x**4,tensor(0.0060),-27564.491254900146
Absolute Value_26_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc0f51f0>>
Absolute Value_26_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763cdf0>>
Absolute Value_26_49,5*x**2 - x,tensor(0.1272),-46.08036907263724
Absolute Value_26_50,(x + 5)/x,tensor(0.0007),-2044108.7791409208
Absolute Value_26_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc069e50>>
Absolute Value_26_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94130820>>
Absolute Value_26_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94130ca0>>
Absolute Value_26_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94130970>>
Absolute Value_26_55,2*x - cos(x),tensor(0.2182),-11.840052763261264
Absolute Value_26_56,2*x + cos(5),tensor(0.1687),-23.280819751372118
Absolute Value_26_57,3*x**3 - x,tensor(0.2016),-14.682773587841172
Absolute Value_26_58,cos(2*x)/4,tensor(0.2085),-13.40867959553316
Absolute Value_26_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940e5e80>>
Absolute Value_26_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401205e0>>
Absolute Value_26_61,3*cosh(x),tensor(0.0938),-92.42668391525673
Absolute Value_26_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1b4910>>
Absolute Value_26_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc143ac0>>
Absolute Value_26_64,-x**4,tensor(0.2324),-9.910392127057099
Absolute Value_26_65,x**2/4,tensor(0.2110),-12.975272779877425
Absolute Value_26_66,atanh(x + 3),tensor(0.),0
Absolute Value_26_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d35b0>>
Absolute Value_26_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94176910>>
Absolute Value_26_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0fb730>>
Absolute Value_26_70,tan(tanh(x + 3)),tensor(0.1389),-37.449638386584716
Absolute Value_26_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d941ed3a0>>
Absolute Value_26_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b730>>
Absolute Value_26_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c13b2e0>>
Absolute Value_26_74,x + exp(x),tensor(0.1374),-38.43473863743557
Absolute Value_26_75,1/(5*x**5),tensor(1.0517e-18),-9.04022314522805e+35
Absolute Value_26_76,3*x + sin(x)**2,tensor(0.1522),-30.045935957899907
Absolute Value_26_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94121f10>>
Absolute Value_26_78,x*(3*x + 3),tensor(0.1305),-43.431660179027894
Absolute Value_26_79,(x + 1)/x,tensor(0.0035),-81814.59751857103
Absolute Value_26_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d9404a160>>
Absolute Value_26_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c105f70>>
Absolute Value_26_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c156430>>
Absolute Value_26_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197ee0>>
Absolute Value_26_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197670>>
Absolute Value_26_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197760>>
Absolute Value_26_86,15/sqrt(x),tensor(0.),0
Absolute Value_26_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940d7d60>>
Absolute Value_26_88,sin(x) + cos(x),tensor(0.1596),-26.73776985564428
Absolute Value_26_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c196580>>
