 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_19_115,-sin(x - 1),tensor(0.1723),-22.0609360879513
 Nguyen-5_19_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568091460>>
 Nguyen-5_19_117,(x**2 + 1)**2,tensor(0.1123),-61.45416623592402
 Nguyen-5_19_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548184520>>
 Nguyen-5_19_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481dcdc0>>
 Nguyen-5_19_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816ee80>>
 Nguyen-5_19_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab850>>
 Nguyen-5_19_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab340>>
 Nguyen-5_19_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab460>>
 Nguyen-5_19_124,x*(x**4 + x),tensor(0.2168),-12.045724264966246
 Nguyen-5_19_125,x/(5*x + 2),tensor(0.1685),-23.346608448282634
 Nguyen-5_19_126,x/(x + 2),tensor(0.3025),-4.3151853442835115
 Nguyen-5_19_127,2*x**(3/2)/3,tensor(0.),0
 Nguyen-5_20_0,(x + 4)**2,tensor(0.0221),-1963.7591439467278
 Nguyen-5_20_1,1/x,tensor(0.0264),-1363.934136225981
 Nguyen-5_20_2,2*x**3/7,tensor(0.2689),-6.391888815302605
 Nguyen-5_20_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528147640>>
 Nguyen-5_20_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9820>>
 Nguyen-5_20_5,x - 2*log(x + 2),tensor(0.4377),-0.6497500314899312
 Nguyen-5_20_6,2*log(5*x),tensor(0.),0
 Nguyen-5_20_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e98b0>>
 Nguyen-5_20_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109ee0>>
 Nguyen-5_20_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880bc400>>
 Nguyen-5_20_10,x*cos(2*x),tensor(0.2627),-6.875648005256074
 Nguyen-5_20_11,4*x**2*exp(x),tensor(0.1023),-76.07026708546731
 Nguyen-5_20_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588092fa0>>
 Nguyen-5_20_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b36d0>>
 Nguyen-5_20_14,cosh(x + 2),tensor(0.0654),-203.39348377594175
 Nguyen-5_20_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568050460>>
 Nguyen-5_20_16,x*(5*x + 4),tensor(0.1017),-76.95792571033165
 Nguyen-5_20_17,x*(x + cos(x)) + x,tensor(0.2133),-12.599068775696592
 Nguyen-5_20_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50811ddc0>>
 Nguyen-5_20_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd72b712280>>
 Nguyen-5_20_20,x + sinh(3*x),tensor(0.0824),-122.90252908275434
 Nguyen-5_20_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880c62e0>>
 Nguyen-5_20_22,-2*x**2 - 2*x,tensor(0.1897),-17.248202023942397
 Nguyen-5_20_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588092c70>>
 Nguyen-5_20_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548169640>>
 Nguyen-5_20_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481695e0>>
 Nguyen-5_20_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548169970>>
 Nguyen-5_20_27,x*(x**3 + x + 8),tensor(0.0809),-127.96951225714318
 Nguyen-5_20_28,x*(3 - x),tensor(0.2037),-14.285654137978828
 Nguyen-5_20_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c8250>>
 Nguyen-5_20_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fbdc0>>
 Nguyen-5_20_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fb460>>
 Nguyen-5_20_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fba30>>
 Nguyen-5_20_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fba60>>
 Nguyen-5_20_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fbeb0>>
 Nguyen-5_20_35,40*x,tensor(0.0166),-3508.408839143887
 Nguyen-5_20_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06728b0>>
 Nguyen-5_20_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817fee0>>
 Nguyen-5_20_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9190>>
 Nguyen-5_20_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5880546a0>>
 Nguyen-5_20_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588054df0>>
 Nguyen-5_20_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817f520>>
 Nguyen-5_20_42,-x,tensor(0.2112),-12.948853771235953
 Nguyen-5_20_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ad5b0>>
 Nguyen-5_20_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0476880>>
 Nguyen-5_20_45,x*(x + 2)*cos(x),tensor(0.2324),-9.910641432970747
 Nguyen-5_20_46,x*exp(x + 2),tensor(0.0561),-281.5680532807401
 Nguyen-5_20_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281baac0>>
 Nguyen-5_20_48,x**(1/4),tensor(0.),0
 Nguyen-5_20_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535820>>
 Nguyen-5_20_50,1/110,tensor(0.),0
 Nguyen-5_20_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164c40>>
 Nguyen-5_20_52,x**4 + x,tensor(0.2420),-8.813520557396746
 Nguyen-5_20_53,sqrt(x + 5),tensor(0.1076),-67.75965612123905
 Nguyen-5_20_54,2*x**2 - x,tensor(0.1539),-29.213692721910427
 Nguyen-5_20_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528183d30>>
 Nguyen-5_20_56,x**3*log(2),tensor(0.2757),-5.904575931359481
 Nguyen-5_20_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0582e80>>
 Nguyen-5_20_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06980d0>>
 Nguyen-5_20_59,x*(x + 1),tensor(0.2226),-11.200219299404575
 Nguyen-5_20_60,-x**2 + 2*x,tensor(0.2728),-6.104037069828142
 Nguyen-5_20_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b6760>>
 Nguyen-5_20_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528147820>>
 Nguyen-5_20_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5910>>
 Nguyen-5_20_64,4*x**3,tensor(0.2057),-13.908741175449766
 Nguyen-5_20_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ab9a0>>
 Nguyen-5_20_66,x + (x + 4)**2,tensor(0.0219),-1985.9977616202857
 Nguyen-5_20_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281080d0>>
 Nguyen-5_20_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54813dee0>>
 Nguyen-5_20_69,2*x + sin(1),tensor(0.1693),-23.08862296957399
 Nguyen-5_20_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e050eb20>>
 Nguyen-5_20_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c26a0>>
 Nguyen-5_20_72,acosh(x + 4),tensor(0.1133),-60.20955045233842
 Nguyen-5_20_73,x*(x + sinh(x)),tensor(0.1684),-23.374415576985847
 Nguyen-5_20_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b19a0>>
 Nguyen-5_20_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b5af0>>
 Nguyen-5_20_76,1/(4*x),tensor(0.0961),-87.39725732311938
 Nguyen-5_20_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0755bb0>>
 Nguyen-5_20_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698760>>
 Nguyen-5_20_79,4*x*(x + 8),tensor(0.0209),-2199.8327498939752
 Nguyen-5_20_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e97f0>>
 Nguyen-5_20_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588054550>>
 Nguyen-5_20_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1eaac0>>
 Nguyen-5_20_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481a4670>>
 Nguyen-5_20_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481a48e0>>
 Nguyen-5_20_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52808d820>>
 Nguyen-5_20_86,(2*x + 1)**2,tensor(0.0919),-96.74976435012877
 Nguyen-5_20_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0743310>>
 Nguyen-5_20_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52808d8b0>>
 Nguyen-5_20_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8fd0>>
 Nguyen-5_20_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06ddb50>>
 Nguyen-5_20_91,3*x + 1,tensor(0.1450),-33.74548153139747
 Nguyen-5_20_92,-x*asin(x) + x,tensor(0.3512),-2.414037775031172
 Nguyen-5_20_93,3*x**2 + x,tensor(0.1504),-30.916833915510193
 Nguyen-5_20_94,x*(4 - 2*x),tensor(0.1559),-28.337372966942308
 Nguyen-5_20_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5b80>>
 Nguyen-5_20_96,atan(2*x),tensor(0.2745),-5.982590963923798
 Nguyen-5_20_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548110d30>>
 Nguyen-5_20_98,tan(x + 3),tensor(0.3138),-3.7812265975534407
 Nguyen-5_20_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e052cb50>>
 Nguyen-5_20_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50811db20>>
 Nguyen-5_20_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fbe80>>
 Nguyen-5_20_102,x*(x**2 + x),tensor(0.2196),-11.636270546667589
 Nguyen-5_20_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b8b50>>
 Nguyen-5_20_104,3*x**2/2,tensor(0.1894),-17.32498748094187
 Nguyen-5_20_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164fa0>>
 Nguyen-5_20_106,-1/sqrt(x),tensor(0.),0
 Nguyen-5_20_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164910>>
 Nguyen-5_20_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481649a0>>
 Nguyen-5_20_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164a30>>
 Nguyen-5_20_110,x**3 + x + 42,tensor(0.0091),-11884.987213962118
 Nguyen-5_20_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05abdc0>>
 Nguyen-5_20_112,sinh(2*x)/2,tensor(0.2671),-6.527784422750122
 Nguyen-5_20_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528123e80>>
 Nguyen-5_20_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52808d130>>
 Nguyen-5_20_115,tanh(2*x),tensor(0.2773),-5.794654971094133
 Nguyen-5_20_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06dd190>>
 Nguyen-5_20_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817f760>>
 Nguyen-5_20_118,3*x**2/2,tensor(0.1894),-17.32498748094187
 Nguyen-5_20_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481e2220>>
 Nguyen-5_20_120,3*x**3 + x + tan(x),tensor(0.1482),-32.057312149595695
 Nguyen-5_20_121,x*(x**2 + sin(x)),tensor(0.2247),-10.909220231454334
 Nguyen-5_20_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b5a90>>
 Nguyen-5_20_123,acos(x),tensor(0.1200),-52.76972734074088
 Nguyen-5_20_124,x*(2*x + 16),tensor(0.0416),-530.0986488716402
 Nguyen-5_20_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54813d4c0>>
 Nguyen-5_20_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c8d30>>
 Nguyen-5_20_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8a30>>
 Nguyen-5_21_0,tanh(x)/x,tensor(0.1659),-24.279976938718075
 Nguyen-5_21_1,x + cos(3*x),tensor(0.2441),-8.5874975003725
 Nguyen-5_21_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548184820>>
 Nguyen-5_21_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164160>>
 Nguyen-5_21_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548164be0>>
 Nguyen-5_21_5,x*(x**2 + x + 1),tensor(0.2145),-12.416022852008668
 Nguyen-5_21_6,x + tan(x) + 1,tensor(0.1556),-28.433295399156567
 Nguyen-5_21_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568062940>>
 Nguyen-5_21_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280b8be0>>
 Nguyen-5_21_9,x**2/2 + 8*x,tensor(0.0822),-123.77570223170291
 Nguyen-5_21_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8430>>
 Nguyen-5_21_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680c53a0>>
 Nguyen-5_21_12,3*x + asin(x),tensor(0.1500),-31.136166233026394
 Nguyen-5_21_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54813dcd0>>
 Nguyen-5_21_14,3*cos(2*x),tensor(0.1286),-44.89201171381244
 Nguyen-5_21_15,sin(x + 1),tensor(0.1867),-17.9639663486981
 Nguyen-5_21_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109e80>>
 Nguyen-5_21_17,x*cos(2) + sin(x + 4),tensor(0.2627),-6.876719029634429
 Nguyen-5_21_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280722b0>>
 Nguyen-5_21_19,cos(2)*cos(2*x + 2),tensor(0.2658),-6.633088863003204
 Nguyen-5_21_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc0679a0>>
 Nguyen-5_21_21,x*(x + atan(x)) + 2*x,tensor(0.1779),-20.35137519740388
 Nguyen-5_21_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816daf0>>
 Nguyen-5_21_23,x*acos(x),tensor(0.3094),-3.9818152175740327
 Nguyen-5_21_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07e2970>>
 Nguyen-5_21_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568164880>>
 Nguyen-5_21_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c24f0>>
 Nguyen-5_21_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c2190>>
 Nguyen-5_21_28,2*cosh(x),tensor(0.1025),-75.70349550558646
 Nguyen-5_21_29,x**3 + 5*x,tensor(0.1153),-57.85046201475177
 Nguyen-5_21_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5fd0>>
 Nguyen-5_21_31,x**2*sinh(1),tensor(0.2023),-14.548394296176573
 Nguyen-5_21_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fd820>>
 Nguyen-5_21_33,-sin(x)/2,tensor(0.2394),-9.08968423382221
 Nguyen-5_21_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56805a400>>
 Nguyen-5_21_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56805a970>>
 Nguyen-5_21_36,exp(2*x/3),tensor(0.1593),-26.838270214264845
 Nguyen-5_21_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055bd30>>
 Nguyen-5_21_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481aa2e0>>
 Nguyen-5_21_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ba9a0>>
 Nguyen-5_21_40,x**3*(x + 2),tensor(0.2341),-9.700950379095579
 Nguyen-5_21_41,x - sin(x),tensor(0.2661),-6.605266031727078
 Nguyen-5_21_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109400>>
 Nguyen-5_21_43,x**2*(x + exp(x) + 2),tensor(0.1410),-36.0941462770159
 Nguyen-5_21_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528072940>>
 Nguyen-5_21_45,2*x*cos(5),tensor(0.2811),-5.538849403875482
 Nguyen-5_21_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52807d5e0>>
 Nguyen-5_21_47,(x + 2)*acosh(x),tensor(0.),0
 Nguyen-5_21_48,tan(x + 2),tensor(0.0222),-1941.3552712570167
 Nguyen-5_21_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681c8e20>>
 Nguyen-5_21_50,pi/2,tensor(0.),0
 Nguyen-5_21_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481846a0>>
 Nguyen-5_21_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681640a0>>
 Nguyen-5_21_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681648e0>>
 Nguyen-5_21_54,4*x**2,tensor(0.1245),-48.409248785289655
 Nguyen-5_21_55,-2*x**2 + 8*x,tensor(0.0812),-127.00767955086076
 Nguyen-5_21_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b16a0>>
 Nguyen-5_21_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b1730>>
 Nguyen-5_21_58,13,tensor(0.),0
 Nguyen-5_21_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52808d490>>
 Nguyen-5_21_60,2*x*(x + 5),tensor(0.0655),-202.70780534556997
 Nguyen-5_21_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8af0>>
 Nguyen-5_21_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528147280>>
 Nguyen-5_21_63,sqrt(3),tensor(0.),0
 Nguyen-5_21_64,x**2 + sin(x)/x**2,tensor(0.0263),-1368.0467987428226
 Nguyen-5_21_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ef310>>
 Nguyen-5_21_66,x*acos(1/x),tensor(0.),0
 Nguyen-5_21_67,-cos(2*x)/2,tensor(0.2931),-4.818622311669851
 Nguyen-5_21_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680bdf40>>
 Nguyen-5_21_69,x*(-x**3 + x + 2),tensor(0.2289),-10.350958753351794
 Nguyen-5_21_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1e90a0>>
 Nguyen-5_21_71,x**2 + sinh(x),tensor(0.2221),-11.271682240604429
 Nguyen-5_21_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52808d9a0>>
 Nguyen-5_21_73,x + tan(log(x)),tensor(0.),0
 Nguyen-5_21_74,x**2/4 + 2*x,tensor(0.2348),-9.620370351464624
 Nguyen-5_21_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080befa0>>
 Nguyen-5_21_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528038c70>>
 Nguyen-5_21_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7d60>>
 Nguyen-5_21_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b13d0>>
 Nguyen-5_21_79,x**2,tensor(0.2099),-13.171139898098769
 Nguyen-5_21_80,x*exp(x),tensor(0.2146),-12.391583235943203
 Nguyen-5_21_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56803dc10>>
 Nguyen-5_21_82,-5*x**2 - sin(x),tensor(0.1793),-19.948554577548943
 Nguyen-5_21_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52807da00>>
 Nguyen-5_21_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54811e190>>
 Nguyen-5_21_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480f6880>>
 Nguyen-5_21_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480f6b80>>
 Nguyen-5_21_87,6*x**5/5,tensor(0.2738),-6.035630137349632
 Nguyen-5_21_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9130>>
 Nguyen-5_21_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528072df0>>
 Nguyen-5_21_90,-2*log(cos(x)),tensor(0.2040),-14.234524784746815
 Nguyen-5_21_91,(3*x + 5)**2,tensor(0.0120),-6778.326683177598
 Nguyen-5_21_92,5*x**3 + x,tensor(0.1467),-32.81756310646196
 Nguyen-5_21_93,log(x)**2,tensor(0.),0
 Nguyen-5_21_94,x*(x + cos(x)) + x,tensor(0.2133),-12.599068775696592
 Nguyen-5_21_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fdb20>>
 Nguyen-5_21_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fd460>>
 Nguyen-5_21_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fdc10>>
 Nguyen-5_21_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fd670>>
 Nguyen-5_21_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7400>>
 Nguyen-5_21_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7bb0>>
 Nguyen-5_21_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7d30>>
 Nguyen-5_21_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f7940>>
 Nguyen-5_21_103,3,tensor(0.),0
 Nguyen-5_21_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ad670>>
 Nguyen-5_21_105,-(x + 1)*atanh(x),tensor(0.2140),-12.48413647918015
 Nguyen-5_21_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c2f70>>
 Nguyen-5_21_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07ad5e0>>
 Nguyen-5_21_108,3*log(x) - cos(x),tensor(0.),0
 Nguyen-5_21_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07e2b50>>
 Nguyen-5_21_110,3*sinh(x) + 2,tensor(0.1081),-67.03533063772726
 Nguyen-5_21_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528072610>>
 Nguyen-5_21_112,x**2*exp(-1),tensor(0.2411),-8.903916200216392
 Nguyen-5_21_113,x*(x + 5),tensor(0.1239),-48.955299882253705
 Nguyen-5_21_114,x + atan(x),tensor(0.2518),-7.82787195418376
 Nguyen-5_21_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9eb0>>
 Nguyen-5_21_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5a8547d60>>
 Nguyen-5_21_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698670>>
 Nguyen-5_21_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd548109670>>
 Nguyen-5_21_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06983d0>>
 Nguyen-5_21_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06981c0>>
 Nguyen-5_21_121,exp(x/2),tensor(0.1609),-26.207996687431834
 Nguyen-5_21_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50817f640>>
 Nguyen-5_21_123,x*sin(5)/2,tensor(0.2381),-9.244442270110737
 Nguyen-5_21_124,-6,tensor(0.),0
 Nguyen-5_21_125,x*(2*x + 3),tensor(0.1557),-28.408192780019434
 Nguyen-5_21_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05abe50>>
 Nguyen-5_21_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080c4f70>>
 Nguyen-5_22_0,x + tan(x**2),tensor(0.2120),-12.819081005341747
 Nguyen-5_22_1,sin(x) + 2*atan(x),tensor(0.2125),-12.728437238578818
 Nguyen-5_22_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481aa580>>
 Nguyen-5_22_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04cafa0>>
 Nguyen-5_22_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281efc70>>
 Nguyen-5_22_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52810d310>>
 Nguyen-5_22_6,exp(x) + 2*tan(x),tensor(0.1278),-45.61797050816468
